,cluster
37240,5
37259,0
37271,0
37276,0
37308,2
37323,0
37342,2
37358,4
37368,2
37392,3
37403,3
37408,1
37422,0
37442,4
37443,2
37482,4
37493,0
37507,6
37522,0
37524,0
37538,3
37542,2
37575,1
37595,0
37632,0
37638,0
37693,0
37700,2
37742,6
37761,3
37765,3
37774,6
37830,0
37837,5
37852,1
37855,0
37860,4
37862,3
37865,4
37919,2
37940,0
37946,0
37954,3
37956,2
37964,2
38064,6
38073,2
38077,5
38082,0
38095,0
38098,3
38128,2
38196,2
38202,2
38233,5
38242,2
38252,1
38260,2
38271,2
38287,5
38298,0
38316,3
38364,2
38400,2
38404,0
38419,0
38456,2
38463,0
38467,2
38470,0
38491,3
38493,2
38534,2
38583,3
38588,0
38609,2
38615,4
38624,0
38644,2
38651,2
38664,0
38675,2
38678,2
38743,6
38747,4
38764,5
38774,2
38778,5
38806,3
38851,0
38857,2
38870,2
38876,6
38896,4
38898,2
38902,0
38941,2
38954,0
39008,3
39035,2
39060,0
39078,2
39090,2
39092,3
39095,0
39096,2
39110,1
39118,5
39136,0
39142,2
39144,2
39284,0
39295,6
39326,0
39338,0
39359,0
39367,0
39369,0
39396,4
39406,3
39420,0
39425,2
39464,0
39474,1
39475,2
39484,2
39497,0
39539,1
39543,4
39564,2
39575,2
39577,3
39590,0
39599,0
39626,4
39631,2
39634,6
39636,0
39687,6
39689,3
39784,0
39828,4
39843,0
39849,5
39853,1
39866,5
39893,2
39910,1
39912,2
39957,1
40013,2
40019,0
40025,1
40062,2
40065,3
40066,2
40090,5
40095,3
40096,0
40100,0
40105,5
40115,2
40140,0
40203,5
40224,0
40230,2
40232,2
40239,0
40250,4
40260,2
40273,0
40334,3
40341,0
40358,2
40426,5
40429,2
40436,2
40438,5
40467,3
40511,1
40518,0
40559,2
40560,5
40568,1
40580,2
40587,0
40605,2
40652,2
40704,3
40716,0
40725,2
40737,5
40738,2
40748,2
40764,3
40784,4
40794,2
40820,1
40828,2
40837,2
40861,4
40864,2
40903,0
40947,0
40951,0
41001,2
41009,5
41014,2
41046,2
41064,2
41069,0
41073,2
41076,5
41168,2
41172,3
41241,2
41264,5
41268,2
41269,2
41275,2
41283,2
41337,0
41359,2
41377,0
41381,4
41442,2
41454,0
41469,3
41476,0
41482,4
41515,0
41531,2
41543,2
41566,0
41619,0
41627,2
41633,2
41651,3
41653,3
41662,5
41673,1
41679,3
41711,2
41715,2
41717,0
41723,6
41750,0
41754,2
41761,3
41794,0
41815,5
41832,3
41834,2
41839,0
41856,0
41861,3
41900,3
41930,0
41950,0
41951,0
41953,2
41988,0
42030,3
42085,2
42086,0
42119,1
42120,0
42127,2
42143,2
42153,3
42160,5
42164,1
42174,0
42193,4
42199,0
42252,2
42261,0
42286,0
42287,3
42294,2
42315,5
42345,2
42350,1
42443,2
42455,5
42463,0
42466,2
42482,3
42483,5
42497,0
42499,2
42528,0
42562,0
42579,1
42586,0
42587,4
42598,2
42609,5
42651,1
42680,5
42734,2
42744,0
42754,6
42763,0
42768,0
42789,3
42791,0
42802,3
42806,2
42870,3
42876,5
42895,0
42896,2
42897,2
42938,0
42946,2
42981,2
43002,0
43011,0
43050,3
43065,0
43077,0
43088,0
43105,2
43110,4
43114,2
43127,0
43143,5
43150,2
43164,2
43192,2
43218,2
43248,2
43249,2
43299,3
43317,5
43325,2
43343,1
43348,0
43367,3
43387,3
43412,5
43453,0
43496,0
43510,0
43539,6
43551,3
43552,0
43572,2
43591,1
43592,2
43622,3
43676,3
43686,0
43705,0
43707,0
43715,0
43717,0
43728,4
43733,0
43743,0
43773,2
43783,0
43790,2
43809,0
43830,2
43839,3
43856,2
43927,1
43940,3
43948,2
43964,5
43979,4
43985,0
43997,2
44015,0
44027,5
