,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
DecisionTreeClassifier,0.5423517227172852,0.01655997150269801,0.007161951065063477,0.0010960225942084833,balanced,gini,0.0,0.01,42,"{'class_weight': 'balanced', 'criterion': 'gini', 'min_samples_leaf': 1, 'min_samples_split': 0.01, 'random_state': 42}",0.6146162320969519,0.614919652071355,0.6101188251999103,0.6022115959354453,0.6093480381123866,0.6102428686832099,0.004611205067951401,1
