,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bynode,param_colsample_bytree,param_eta,param_max_depth,param_min_child_weight,param_scale_pos_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
ExtremeGradientBoostingClassifier,2.7995349884033205,0.9402054570620111,0.11885943412780761,0.03552116763865636,1,1,1,0.3,6,1,2.1236912156166814,1,"{'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'eta': 0.3, 'max_depth': 6, 'min_child_weight': 1, 'scale_pos_weight': 2.1236912156166814, 'subsample': 1}",0.6451310861423222,0.6382581648522551,0.6323119777158774,0.6297748059334409,0.63606608478803,0.6363084238863851,0.005298289023896668,1
