,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
SupportVectorMachineClassifier,888.2902452945709,13.6659996509552,130.71100389957428,0.9602676630020142,3.5,balanced,4,scale,poly,"{'svc__C': 3.5, 'svc__class_weight': 'balanced', 'svc__degree': 4, 'svc__gamma': 'scale', 'svc__kernel': 'poly'}",0.6613957597173146,0.6635688149594811,0.6624822873383978,0.0010865276210832442,1
