location_imp,x,y,age_range,avg_age,n_child_prop,n_teen_prop,n_males_prop,n_participants,day,day_of_week,month,year,days_from_first_incident,poverty_perc,democrat,gun_law_rank,aggression,accidental,defensive,suicide,road,house,school,business,illegal_holding,drug_alcohol,officers,organized,social_reasons,abduction
9.99999999995449e-06,1626320.4253263804,4470363.464690879,0.0,27.0,0.0,0.0,1.0,2.0,16.0,3.0,6.0,2016.0,1193.0,12.2,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
