,precision-Non-Fatal,recall-Non-Fatal,f1-score-Non-Fatal,precision-Fatal,recall-Fatal,f1-score-Fatal,precision-macro avg,recall-macro avg,f1-score-macro avg,precision-weighted avg,recall-weighted avg,f1-score-weighted avg,accuracy,auroc,train_time,score_time,params
NearestCentroidClassifier,0.7796248842567669,0.6050806384223281,0.6813519769652031,0.556543932740307,0.7434444722988217,0.6365587704988408,0.6680844084985369,0.6742625553605749,0.658955373732022,0.690392503650183,0.6604261719729255,0.6634346943786582,0.6604261719729255,,0.029000520706176758,0.021177291870117188,{'metric': 'euclidean'}
