,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_metric,param_n_neighbors,param_p,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
KNearestNeighborsClassifier,0.29384732246398926,0.01687966464195842,33.83726201057434,2.2858101339518395,brute,minkowski,1,2,uniform,"{'knn__algorithm': 'brute', 'knn__metric': 'minkowski', 'knn__n_neighbors': 1, 'knn__p': 2, 'knn__weights': 'uniform'}",0.461912918056432,0.4569145555252883,0.4594298245614035,0.46480406386066764,0.46678667866786683,0.46196960813433163,0.0035565595463046993,1
