,precision-Non-Fatal,recall-Non-Fatal,f1-score-Non-Fatal,precision-Fatal,recall-Fatal,f1-score-Fatal,precision-macro avg,recall-macro avg,f1-score-macro avg,precision-weighted avg,recall-weighted avg,f1-score-weighted avg,accuracy,auroc,train_time,score_time,params
NearestCentroidClassifier,0.799724692926726,0.6311189103367594,0.7054878333566859,0.45888698210345674,0.6643478260869565,0.5428260711955339,0.6293058375150914,0.647733368211858,0.6241569522761099,0.6906109274177428,0.641756618566072,0.6534142604798485,0.641756618566072,,0.02399897575378418,0.01999950408935547,{'metric': 'euclidean'}
