,precision-Non-Fatal,recall-Non-Fatal,f1-score-Non-Fatal,precision-Fatal,recall-Fatal,f1-score-Fatal,precision-macro avg,recall-macro avg,f1-score-macro avg,precision-weighted avg,recall-weighted avg,f1-score-weighted avg,accuracy,auroc,f1_score_train,train_time,score_time,params
DecisionTreeClassifier,0.8496218003306116,0.5664618261973148,0.6797314898306783,0.4610338384886859,0.7871827591095988,0.5814982587520621,0.6553278194096488,0.6768222926534568,0.6306148742913702,0.7251797873052256,0.6371458409008355,0.6482731271900372,0.6371458409008355,0.7414288530489727,0.5836476180332658,0.2429819107055664,0.003737211227416992,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 6, 'max_leaf_nodes': 15, 'random_state': 42, 'splitter': 'best'}"
