,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nn__batch_size,param_nn__epochs,param_nn__model__dropout,param_nn__model__final_activation_fun,param_nn__model__hidden_layer_sizes,param_nn__model__output_bias,param_nn__optimizer,param_nn__optimizer__learning_rate,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
NeuralNetworkClassifier,360.9023551940918,108.75088119506836,8.156442761421204,0.3142737150192261,1024,125,0.5,sigmoid,"(256, 256, 256)",0,adamax,0.001,"{'nn__batch_size': 1024, 'nn__epochs': 125, 'nn__model__dropout': 0.5, 'nn__model__final_activation_fun': 'sigmoid', 'nn__model__hidden_layer_sizes': (256, 256, 256), 'nn__model__output_bias': 0, 'nn__optimizer': 'adamax', 'nn__optimizer__learning_rate': 0.001}",0.5452113104287016,0.5635181028032005,0.554364706615951,0.009153396187249419,1
