location_imp,x,y,age_range,avg_age,n_child_prop,n_teen_prop,n_males_prop,n_participants,day_x,day_y,day_of_week_x,day_of_week_y,month_x,month_y,year,days_from_first_incident,poverty_perc,democrat,gun_law_rank,aggression,accidental,defensive,suicide,road,house,school,business,illegal_holding,drug_alcohol,officers,organized,social_reasons,abduction
9.999999994736445e-08,851403.6227675028,3298326.8854883746,0.0,24.0,0.0,0.0,1.0,2.0,-0.9987165071710528,-0.05064916883871355,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,2017.0,1826.0,11.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
