,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_estimator,param_learning_rate,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
AdaBoostClassifier,1004.6957763195038,15.471802227712244,3.60862021446228,0.3862831077850835,SAMME,"DecisionTreeClassifier(class_weight='balanced', min_samples_split=0.01)",0.8,200,42,"{'algorithm': 'SAMME', 'estimator': DecisionTreeClassifier(class_weight='balanced', min_samples_split=0.01), 'learning_rate': 0.8, 'n_estimators': 200, 'random_state': 42}",0.5822716669657276,0.5815895823978446,0.5743645213628988,0.5841918294849023,0.5849431305289764,0.58147214614807,0.00375807836327419,1
