,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_criterion,param_max_features,param_max_samples,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_n_jobs,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
RandomForestClassifier,13.34255142211914,0.9795041807651338,0.23029375076293945,0.04207250798091914,True,balanced,entropy,sqrt,,0.0,0.01,200,-1,42,"{'bootstrap': True, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_features': 'sqrt', 'max_samples': None, 'min_samples_leaf': 1, 'min_samples_split': 0.01, 'n_estimators': 200, 'n_jobs': -1, 'random_state': 42}",0.6174222356769847,0.6197932502280329,0.6079842436179077,0.6114716981132076,0.6157934700075929,0.6144929795287452,0.004239256328701978,1
