,precision-Non-Fatal,recall-Non-Fatal,f1-score-Non-Fatal,precision-Fatal,recall-Fatal,f1-score-Fatal,precision-macro avg,recall-macro avg,f1-score-macro avg,precision-weighted avg,recall-weighted avg,f1-score-weighted avg,accuracy,auroc,train_time,score_time,params
ExtremeGradientBoostingClassifier,0.8943631836925231,0.7684632740035097,0.8266470107059066,0.6214547243018744,0.807240461401952,0.7022679202754235,0.7579089539971988,0.7878518677027309,0.7644574654906651,0.8069958863020956,0.7808771730485172,0.7868290255578682,0.7808771730485172,0.873855893710662,0.5568268299102783,0.07513141632080078,"{'colsample_bylevel': 1, 'colsample_bynode': 1, 'colsample_bytree': 1, 'eta': 0.3, 'max_depth': 6, 'min_child_weight': 1, 'scale_pos_weight': 2.1236912156166814, 'subsample': 1}"
