,precision-Non-Fatal,recall-Non-Fatal,f1-score-Non-Fatal,precision-Fatal,recall-Fatal,f1-score-Fatal,precision-macro avg,recall-macro avg,f1-score-macro avg,precision-weighted avg,recall-weighted avg,f1-score-weighted avg,accuracy,auroc,train_time,score_time,params
GaussianNB,0.5837930541660712,0.6826773627475557,0.6293748314779862,0.6179678068410462,0.5132948942926381,0.5607887889715615,0.6008804305035587,0.5979861285200969,0.5950818102247739,0.6008804305035588,0.5979861285200969,0.5950818102247739,0.5979861285200969,0.6368620296160113,0.0449979305267334,0.04002809524536133,"{'priors': None, 'var_smoothing': 1e-09}"
