,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
NearestCentroidClassifier,0.35231571197509765,0.025540157751518196,0.0720670223236084,0.011600098771545444,euclidean,{'nc__metric': 'euclidean'},0.5881615678231642,0.5967687647256815,0.6048178159969131,0.6010491285464493,0.6009762742649563,0.5983547102714329,0.005697711812234825,1
