,precision-Non-Fatal,recall-Non-Fatal,f1-score-Non-Fatal,precision-Fatal,recall-Fatal,f1-score-Fatal,precision-macro avg,recall-macro avg,f1-score-macro avg,precision-weighted avg,recall-weighted avg,f1-score-weighted avg,accuracy,auroc,train_time,score_time,params
NaiveBayesMixedClassifier,0.7493075187755218,0.8770786329071614,0.8081741393515203,0.5907522813265079,0.3768234250221828,0.46013825384098644,0.6700299000510148,0.626951028964672,0.6341561965962533,0.698548584391634,0.7169298943301897,0.6967559928424952,0.7169298943301897,0.7356213550588578,0.13766813278198242,0.04052114486694336,"MixedNB(alpha=0.5, var_smoothing=1e-09)"
