,precision-Non-Fatal,recall-Non-Fatal,f1-score-Non-Fatal,precision-Fatal,recall-Fatal,f1-score-Fatal,precision-macro avg,recall-macro avg,f1-score-macro avg,precision-weighted avg,recall-weighted avg,f1-score-weighted avg,accuracy,auroc,train_time,score_time,params
SupportVectorMachineClassifier,0.8233850206549722,0.6895462521935322,0.7505457323728444,0.6256046436633345,0.7781398846828779,0.6935847876120037,0.7244948321591533,0.733843068438205,0.722065259992424,0.7442728698583171,0.7249837051892705,0.7277613544685082,0.7249837051892705,,17900.81629705429,350.2455325126648,"{'C': 3.5, 'class_weight': 'balanced', 'degree': 4, 'gamma': 'scale', 'kernel': 'poly', 'probability': True}"
