location_imp,x,y,age_range,avg_age,n_child_prop,n_teen_prop,n_males_prop,n_participants,day,day_of_week,month,year,days_from_first_incident,poverty_perc,democrat,gun_law_rank,aggression,accidental,defensive,suicide,road,house,school,business,illegal_holding,drug_alcohol,officers,organized,social_reasons,abduction
9.999999994736445e-08,-881345.2557376532,5445628.597415546,0.0,20.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,2017.0,1461.0,10.4,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
