state_code,state,congressional_district,year,male_child,male_teen,male_adult,female_child,female_teen,female_adult,Females under 5 years,Females 5 to 9 years,Females 10 to 14 years,Females 15 to 17 years,Females 18 and 19 years,Females 20 years,Females 21 years,Females 22 to 24 years,Females 25 to 29 years,Females 30 to 34 years,Females 35 to 39 years,Females 40 to 44 years,Females 45 to 49 years,Females 50 to 54 years,Females 55 to 59 years,Females 60 and 61 years,Females 62 to 64 years,Females 65 and 66 years,Females 67 to 69 years,Females 70 to 74 years,Females 75 to 79 years,Females 80 to 84 years,Females 85 years and over,Males under 5 years,Males 5 to 9 years,Males 10 to 14 years,Males 15 to 17 years,Males 18 and 19 years,Males 20 years,Males 21 years,Males 22 to 24 years,Males 25 to 29 years,Males 30 to 34 years,Males 35 to 39 years,Males 40 to 44 years,Males 45 to 49 years,Males 50 to 54 years,Males 55 to 59 years,Males 60 and 61 years,Males 62 to 64 years,Males 65 and 66 years,Males 67 to 69 years,Males 70 to 74 years,Males 75 to 79 years,Males 80 to 84 years,Males 85 years and over
36,New York,07,2014,64603.0,36325.0,266449.0,58186.0,34162.0,280453.0,27224,22566,20990,13374,8194,5073,5215,19911,37628,33905,28696,24678,24038,21818,20316,7610,10671,5312,6248,9555,7873,5563,6343,30697,25064,22105,13578,9484,5470,5353,20199,39090,36942,29917,26013,22415,20839,17185,6440,8056,4421,5250,6578,5370,4004,2907
36,New York,08,2014,56221.0,38813.0,239875.0,55619.0,36294.0,308787.0,24195,22629,21988,13774,9328,6456,5363,18757,32388,30638,27031,26986,27669,28098,24758,8947,13367,7906,8833,13965,10244,8624,8757,24715,22301,23013,14768,10238,6525,5840,15999,27279,24358,21772,21302,22149,21593,19825,7463,9262,5771,6359,9282,6397,4451,4248
36,New York,09,2014,57889.0,35342.0,242548.0,55913.0,35748.0,306806.0,25808,21131,22436,13756,8531,5353,5556,18064,32744,31436,28235,27638,25781,27397,25781,10434,12914,8268,9684,12004,9047,7844,8626,26440,22751,21747,13646,8648,5214,5303,15420,29229,25914,23595,22224,21889,21143,19374,7461,10436,5753,6695,9166,6128,4116,3488
36,New York,10,2014,52998.0,27549.0,276747.0,49058.0,29225.0,293999.0,23413,18872,16933,9454,9612,5609,4792,16509,42162,35022,26796,23553,21055,20834,21521,8972,12881,7161,9804,11349,8721,7579,9679,25850,20491,16644,10486,7077,4206,4358,14385,36426,35532,27691,26699,23766,22113,20775,7977,11638,6299,7555,10142,6911,5131,5143
36,New York,11,2014,53992.0,36396.0,260702.0,52276.0,35638.0,288299.0,21988,21480,22020,14162,8264,4549,4369,14235,25208,24848,23795,27303,27028,27503,25039,9586,13563,8000,9528,13911,9900,8976,10958,22287,22494,23028,14267,8313,4867,5344,13956,25723,24164,23115,24752,24940,25897,23060,9013,11902,6651,8296,10809,7914,5599,4700
36,New York,12,2014,30107.0,16411.0,287735.0,29919.0,20151.0,332068.0,15383,10664,9681,5796,8547,4486,4478,23582,59186,45546,28912,24999,21136,19924,19017,8676,12674,8348,10202,12973,10494,8380,9055,15298,10995,9537,4754,5935,3052,2756,16708,44983,43176,30978,25552,21949,21406,19394,6866,8504,6523,7732,9632,8075,5623,4826
36,New York,13,2014,53482.0,37995.0,263007.0,51750.0,34314.0,307009.0,23696,19939,20289,12658,9483,5514,5972,21990,36674,32642,27081,26786,26877,26871,23749,8690,11919,6562,8046,12384,8543,7284,9425,24839,19658,22463,13643,10875,6824,6161,21803,36895,30359,24706,24679,23926,22153,19055,7648,8200,4499,6054,7776,5141,3395,3733
36,New York,14,2014,52842.0,32642.0,278802.0,49026.0,29103.0,278713.0,22082,19739,18014,11295,7000,4775,4862,17140,31683,30962,26270,24496,23198,23953,20889,8170,11587,6550,8002,11195,8704,8070,8207,22709,21993,20350,11733,8699,5812,6130,17884,36150,34325,31289,27789,26767,22866,19902,6662,9169,5158,5786,8758,6580,4280,3495
36,New York,15,2014,72129.0,47830.0,222187.0,70161.0,47817.0,273487.0,30587,28206,28420,17899,12866,7259,8028,18101,30835,28504,26149,26129,27418,24013,20031,7239,9516,6124,6781,10373,7143,5002,4842,31482,29462,27963,18367,12686,7521,6708,18491,27455,23969,20943,20682,22605,20375,16729,5701,7140,3770,4731,6961,4162,2460,1784
36,New York,16,2014,57433.0,40298.0,245773.0,54927.0,38198.0,296758.0,22587,23268,22680,14894,9696,5584,4911,14026,24044,23699,24681,26793,29267,28784,26600,8888,12509,7945,9941,14394,11500,10362,12830,23677,24140,24042,15359,10514,4838,4838,13372,21490,20881,21701,23267,25666,24858,21039,8034,11359,5842,7970,10931,7749,6502,5436
36,New York,17,2014,61264.0,42640.0,254712.0,56899.0,41722.0,273581.0,22648,24097,25387,16024,10466,4223,4439,13169,19622,20425,21428,26310,27256,27917,26046,9333,11680,7798,10011,12549,10927,9314,11134,24042,26774,26122,17016,9951,4714,4560,14313,21626,21635,21837,24943,25966,26871,23640,8825,11266,6868,8185,9709,8192,6254,5308
36,New York,18,2014,57470.0,45815.0,253767.0,55038.0,41559.0,265738.0,20480,24644,24785,16225,10463,5584,4912,11657,18202,19705,21389,26425,30016,28843,24644,9002,12249,6990,9477,11677,8450,7495,9021,21793,24707,27427,16932,12427,6612,5073,14781,19339,19611,19917,25918,28466,28755,24460,8618,10892,6636,8101,10073,6771,5460,4284
36,New York,19,2014,44143.0,39231.0,274264.0,43771.0,36570.0,275002.0,16806,19179,19465,13460,11431,5226,5699,12387,17283,17204,18320,23172,27511,30528,27429,10293,15250,9118,11050,14447,10528,8993,10564,16827,18813,21258,14864,11613,7201,5716,13661,19650,18537,18968,23537,27700,30712,27664,11200,14724,8868,10502,13934,9414,7103,5173
36,New York,20,2014,49369.0,40237.0,261320.0,47135.0,38576.0,285930.0,18875,19874,20966,13177,12820,6513,6707,16240,24038,23141,21565,23041,25949,27654,26239,9112,14174,7968,9079,12431,9439,9836,12804,19961,20623,21964,13565,13494,6353,6460,17387,23953,22013,20473,22499,25168,25610,25002,8589,12649,7485,7958,10362,7192,6630,5537
36,New York,21,2014,52115.0,38805.0,276685.0,48527.0,36003.0,266948.0,19857,20421,20623,13544,10086,5556,5543,13001,20720,19808,19487,22421,26182,27464,24437,9245,13303,7936,9659,13504,10293,8785,9604,21455,22040,21551,14270,11605,6671,6484,17062,25738,23235,21578,24958,27338,27972,25652,8821,12925,7275,9907,11821,8728,5786,4734
36,New York,22,2014,49284.0,41377.0,261720.0,47445.0,39387.0,274267.0,18767,20196,21207,13683,12980,6926,6456,14157,19711,19028,18591,22072,25334,27793,24998,9526,13918,7417,10586,14256,11149,9769,12580,19561,20643,22701,14291,13466,6929,6862,15054,21161,19967,19331,20868,25145,28174,24538,9344,13381,7108,8949,13036,9586,6395,5892
36,New York,23,2014,48887.0,43331.0,263224.0,47011.0,41246.0,271780.0,18754,19903,20885,13297,15418,7498,6909,14498,20083,19199,18861,20530,24438,27310,25426,9827,14142,7897,10223,13583,11268,9075,11013,19310,20531,22616,14472,15290,8407,6923,16323,21484,20123,18392,21314,24208,26577,25764,9915,13368,7168,9575,12448,8878,6894,5463
36,New York,24,2014,51823.0,40944.0,257708.0,50016.0,40287.0,275674.0,19828,21497,21728,14445,12806,6722,5769,13290,22395,20989,19773,22780,26987,28697,26105,9240,12800,7645,9125,12760,10364,8869,11364,20875,21517,23579,14801,11996,6457,5824,14393,22875,20557,18994,22816,26309,27454,25228,8679,12557,7020,8747,10455,7894,6480,4969
36,New York,25,2014,51637.0,41576.0,254594.0,49784.0,39448.0,284200.0,20396,20552,22091,14240,11954,5858,6232,16027,25721,22709,21119,23144,26252,27845,26060,8770,13018,7000,10136,13093,10158,8817,12241,20993,21220,23560,14711,12729,6714,6891,15082,25198,21209,19794,21201,24420,25998,22975,8647,11901,6709,8290,10303,7749,5775,5738
36,New York,26,2014,48570.0,38123.0,255286.0,47934.0,36395.0,289913.0,20079,19871,19960,13517,10902,6717,5843,17212,27130,22794,19627,21916,24625,27414,26988,8998,13072,7825,9708,13825,12072,11839,12308,20537,19288,21864,13877,11128,6328,6488,16553,26469,22245,19037,20837,22125,25113,24462,8280,10988,6445,8330,10547,7657,7210,6172
36,New York,27,2014,48610.0,39097.0,270064.0,46814.0,37377.0,276890.0,17087,20337,23476,14184,9108,5320,4860,11364,17609,17603,19483,24275,28102,31228,28375,9878,13907,8294,10075,14284,10942,9792,11499,17913,21076,24054,15037,9628,5495,5175,12869,20999,18988,19096,24809,29018,30741,28617,10057,13559,8208,9613,12122,8794,6304,5600
37,North Carolina,01,2014,59115.0,39851.0,245321.0,55043.0,39188.0,289264.0,23703,22311,22573,13584,12061,5898,5927,17506,25071,25238,21323,23762,24268,26717,27296,9241,13417,8888,9973,13819,11666,8942,10312,25493,24295,23318,13617,12244,6629,5633,16051,23050,22907,20415,20695,22196,23885,22238,8327,11887,6503,8246,10362,7962,4608,3727
37,North Carolina,02,2014,69197.0,43107.0,262268.0,66608.0,39491.0,281597.0,28191,27621,26991,14776,8521,4125,3989,14589,26239,25837,27466,27491,27489,25695,23565,8392,12451,7373,9747,12849,9662,6785,7853,28567,29311,28299,16208,9920,6118,6070,14282,26405,25938,24356,26654,26480,24737,21692,7574,10816,6472,7802,10999,7218,5038,3617
37,North Carolina,03,2014,56736.0,41546.0,281593.0,54634.0,38224.0,276904.0,24173,21372,22724,12306,12284,7947,7277,18763,26068,23778,20445,21443,22929,24955,24528,8962,13065,7952,10350,13565,10322,7464,7091,24741,23155,22100,13034,15252,10943,12043,27085,30028,23703,22045,22189,21633,23609,22341,8047,11932,7691,9620,11710,7657,5620,3697
37,North Carolina,04,2014,59878.0,41702.0,264170.0,58379.0,42645.0,293432.0,25313,24074,22481,12930,16227,8327,8934,21718,36017,31470,27230,26801,23701,24740,21859,8133,10285,6497,7742,9797,7835,6062,6284,26493,23893,23730,12687,14777,8405,9122,19626,34437,29676,26681,26412,22665,20915,20119,6560,8405,5067,6393,7821,5428,3623,2815
37,North Carolina,05,2014,54263.0,40489.0,266440.0,51561.0,39093.0,291214.0,20370,22139,22632,14083,11431,7127,5781,13970,21580,21869,22479,26365,26746,28674,26466,10265,13773,8745,11379,15290,11678,9221,9806,21034,23051,25445,14229,10993,6181,6971,14198,21316,20889,22682,25229,25325,26285,24925,8990,12708,8209,9948,12896,9189,5987,4512
37,North Carolina,06,2014,52069.0,40538.0,270650.0,51695.0,38515.0,296094.0,19838,22587,23176,14218,10392,5236,5290,12457,20822,20681,23600,27346,29090,29020,29259,10066,15110,9110,11074,15388,12330,9650,10565,19624,22551,24737,15663,10033,5001,5160,13170,19850,21019,22583,25586,27914,28542,27275,9416,13604,7789,10901,12292,9809,5885,4854
37,North Carolina,07,2014,58622.0,39006.0,270283.0,56824.0,36493.0,290986.0,22940,24279,24013,14255,7831,4747,4591,12202,21031,23050,24430,26468,26406,27716,28275,10300,15638,9773,12668,16198,11199,8750,7544,23443,24997,25456,14456,9277,4879,4272,13734,20637,23120,23776,25901,26344,25967,25307,10434,12692,8790,11878,14128,9004,5647,3773
37,North Carolina,08,2014,61197.0,42661.0,258321.0,58656.0,39761.0,277142.0,23283,25213,25401,14996,9525,5408,4665,12743,22009,23070,23499,26610,26750,26393,25290,8956,13897,8217,10188,13394,10254,7892,7907,24081,26169,27369,15867,10373,5930,4812,13730,21521,22048,23255,26787,26457,25754,23150,8569,12230,7940,8591,11652,8001,4596,3298
37,North Carolina,09,2014,66151.0,43902.0,262248.0,64043.0,41446.0,291547.0,24429,27941,29183,15931,8006,3381,3692,12012,24656,27961,30952,34341,30908,29382,25006,8394,12076,7056,8827,11097,8352,6530,6924,25880,28424,29618,17176,8956,4228,3616,10745,22481,25521,28361,31687,29875,27971,21975,8277,10993,6510,7676,9321,5739,4312,2960
37,North Carolina,10,2014,54407.0,38475.0,265430.0,51884.0,36433.0,290907.0,20900,21412,23931,13752,8323,5196,4620,12337,21266,22659,23415,27297,26999,27773,27533,10350,15415,8992,11745,15012,10785,9340,10173,21401,23432,23937,14942,9171,5347,4329,12933,20782,21391,22910,25708,26753,27019,25764,9351,12900,8477,10820,12127,8620,6053,4146
37,North Carolina,11,2014,48732.0,37919.0,275728.0,46412.0,33875.0,295194.0,18000,19952,21150,12514,8671,4911,4394,11529,18694,19691,21746,22879,25385,27507,27506,10986,17249,10497,14227,20233,15312,11135,11313,19226,20415,22728,14014,10269,5418,4581,13318,18864,20188,21516,24744,25178,25828,24753,9775,16041,9503,12299,17480,11703,8398,6141
37,North Carolina,12,2014,68156.0,43123.0,254184.0,66395.0,42518.0,286077.0,28104,28613,24195,14399,13602,7284,7982,20589,33686,31604,27636,27038,25976,23904,21843,7485,9667,5848,7232,9955,7091,5627,5630,30470,27231,26138,14796,12645,7263,6833,19739,33528,29927,26043,24694,23928,21791,18291,6274,8995,4086,5510,7104,4833,3008,2337
37,North Carolina,13,2014,64623.0,42864.0,265391.0,61877.0,40365.0,287612.0,23737,26897,28108,16402,7099,3586,3512,11909,22686,24990,26916,31190,31555,30608,26042,10032,13399,7566,9191,12062,8896,6398,7074,24812,28388,28558,17429,8301,4486,4417,11501,21534,23760,26490,28981,29242,29199,24737,8419,12131,6620,9905,9848,6498,4606,3017
38,North Dakota,00,2014,55444.0,37728.0,265689.0,52715.0,35178.0,258169.0,22939,21797,19948,12340,10870,5679,5976,18209,23888,21845,18389,18796,21326,24730,23592,8526,10892,6483,7713,11495,9955,9178,11497,23931,23157,20892,13297,11896,7419,7514,20534,28252,24739,20847,19955,21769,25230,24398,8810,11641,6351,7719,10410,8092,6501,5508
39,Ohio,01,2014,61065.0,41404.0,250711.0,58735.0,41002.0,271335.0,23678,24819,25596,14845,10800,4956,5377,14608,24583,23413,21529,24763,26135,27183,24465,9369,12176,6536,8687,11847,9181,7734,8793,24786,26192,25218,14505,11769,5257,5843,15026,23948,22661,21735,22835,25346,26886,23125,8322,10530,6315,7874,9200,7032,4781,3995
39,Ohio,02,2014,57117.0,39044.0,257094.0,54120.0,35250.0,281768.0,22120,22706,23236,13821,7488,4231,4009,13129,24037,23548,22997,23836,26042,29202,26554,9733,13852,7619,9521,13510,11142,8741,10065,22984,24107,25067,15897,8107,4073,3949,13391,23869,23252,21754,23588,25048,26330,25381,8859,12854,6916,8463,10714,7600,6424,4629
39,Ohio,03,2014,65762.0,40103.0,250270.0,62658.0,39334.0,276581.0,28568,25114,22442,12718,13151,6934,7015,19630,34337,30390,25298,24163,23491,24678,21673,7420,10672,6087,6623,9541,7193,5175,6261,29346,27157,23148,13534,12681,7407,5877,18949,32089,29436,24453,23999,22261,22667,19646,6235,8669,4678,5406,6930,5591,3296,2681
39,Ohio,04,2014,56129.0,40792.0,261112.0,52939.0,37956.0,268396.0,20660,22869,23527,14674,9166,4667,4724,12559,19674,20453,20813,23064,24956,27235,26021,9915,13310,7502,9628,13657,10476,9409,10333,22120,24087,24805,15265,10644,5055,5482,13266,20755,22031,21635,23619,25636,27917,25834,9717,12654,7465,8314,11953,8587,5962,5230
39,Ohio,05,2014,55887.0,40605.0,257727.0,53637.0,39458.0,276698.0,21151,23214,23181,14763,10787,5519,5722,14663,21227,20683,21088,22253,24421,27566,27221,10177,12777,7919,9958,13880,10562,10001,11061,22133,24348,23516,15647,10849,5500,5084,14859,20904,20960,21012,22544,23482,26673,26626,9555,12493,7252,9046,11715,8441,6403,5178
39,Ohio,06,2014,50921.0,37632.0,266802.0,47959.0,34511.0,277568.0,18762,20809,20970,13570,8359,4417,4293,11435,18716,19466,20664,22037,24770,28229,28000,10652,14271,8968,11668,15568,12405,10404,11605,19833,21845,23108,14847,8921,5009,4326,12695,20321,21243,21148,22887,24106,27441,27574,10988,14088,8478,10534,13936,10403,6462,5163
39,Ohio,07,2014,57229.0,40275.0,256063.0,54699.0,37953.0,275172.0,21657,23374,24170,14701,8750,4884,4643,12193,20597,20512,20417,23519,24833,27885,26812,10398,13860,8306,10576,14381,11019,9556,10781,22746,24271,25531,15730,9227,4662,4525,12188,20469,20267,19832,23029,24723,26957,26409,9488,12664,7006,10035,13311,9394,6175,4929
39,Ohio,08,2014,58787.0,42002.0,253501.0,55428.0,41038.0,272229.0,21814,23546,25172,14960,10975,5974,5374,13948,20496,21712,21418,23717,25357,27079,25803,10390,12151,7545,9102,14159,10610,8290,9104,23366,25037,25962,15452,10973,5870,6588,13182,20243,21064,20786,23596,24778,26205,24564,8656,12405,7017,8483,11695,8240,5476,4653
39,Ohio,09,2014,55379.0,38130.0,253410.0,52865.0,36859.0,278430.0,21596,22989,20700,14028,10411,5422,5713,15417,23897,23902,21795,22902,25742,27864,25904,9054,12136,7328,8471,13074,10545,8646,10618,22229,23861,23224,13382,10814,4977,5510,15058,23961,22628,21694,22797,25262,26327,23610,8778,11418,5921,7894,9703,7516,5669,4687
39,Ohio,10,2014,54487.0,38940.0,255644.0,51437.0,38141.0,283650.0,21319,21003,22789,13752,10716,5923,5972,15183,23866,22550,20445,22901,24696,27245,26342,9597,14065,7348,10697,14599,12265,9831,10125,22387,22841,23149,14304,10747,6551,5795,14261,23924,21951,19093,22119,23469,25723,23464,8837,12755,6446,8852,12054,8499,6197,5654
39,Ohio,11,2014,52762.0,40729.0,237869.0,52727.0,39955.0,285096.0,22253,21379,22739,15210,11102,6257,5045,15644,25466,23236,20319,23441,24224,27289,26546,9584,14393,7429,9517,13249,11221,9818,12418,22244,21079,23599,15238,11332,5657,4861,14972,22478,20677,18236,19130,21169,24935,24029,8659,11872,6249,7020,9433,7478,5883,5131
39,Ohio,12,2014,60468.0,40194.0,263274.0,57486.0,38977.0,276823.0,22303,24901,25705,14872,8682,5402,4574,12264,22645,23908,24694,26525,26315,28028,25645,9469,13675,7701,8714,12608,9214,7377,8065,23663,26880,24813,15627,9680,5615,4331,13491,23229,23763,24560,27181,27189,27071,24306,8399,12731,6972,8403,10258,6933,4908,3934
39,Ohio,13,2014,49213.0,38225.0,260057.0,46125.0,36962.0,285161.0,18588,19037,21251,13312,10900,6359,5352,15950,21990,21304,19149,22920,24159,27013,28089,10282,14561,8283,9931,14872,11505,10648,12794,20280,20225,21770,13708,11455,5724,5641,16059,23235,21031,19575,22207,23546,26120,25055,9186,13384,7393,8215,11529,8640,7103,6414
39,Ohio,14,2014,51922.0,39977.0,259975.0,50455.0,37438.0,280202.0,18617,21936,24756,15001,7584,3323,3606,10823,18380,18761,19760,24827,27029,30867,28710,10035,14847,8608,10983,15177,12188,10266,12012,19019,22879,25061,16310,8631,4226,3880,11635,18462,18339,18957,24474,26729,29486,27316,10144,13246,7721,10322,12822,9502,6664,6050
39,Ohio,15,2014,54797.0,41872.0,272674.0,51478.0,39275.0,273881.0,19872,22009,23994,14908,9971,5769,5097,14797,24826,23498,22146,25079,25475,26780,24981,8715,12353,7264,9681,12439,9411,7541,8029,21598,23174,25063,15533,11302,6108,6013,16234,27291,25212,24173,26251,26752,27867,24943,8019,12090,6721,8199,10849,7439,4860,3653
39,Ohio,16,2014,51857.0,39844.0,261830.0,49325.0,36900.0,282719.0,18574,21496,23139,14556,8461,3826,4047,11197,19282,20167,20446,24651,27310,29856,28051,10196,13839,7965,11599,15578,12559,9734,12416,19822,22027,25021,16270,8562,4214,4114,11755,18831,20331,19954,24177,25391,27660,27532,10399,13174,7812,10403,13319,9994,7105,5665
40,Oklahoma,01,2014,67525.0,42228.0,263970.0,63890.0,40351.0,287786.0,27144,26109,26593,15115,9281,5212,5243,15595,27592,26738,25087,24674,25104,27238,26071,9475,12654,7919,9586,12528,9744,8326,9000,28500,27981,27611,15866,9796,5342,4824,15250,26824,26354,25177,24193,24154,25453,23904,8818,11207,6791,8210,10339,7343,5269,4518
40,Oklahoma,02,2014,60233.0,42917.0,269836.0,57109.0,39756.0,279982.0,23125,23847,25343,14934,9617,4970,4958,13465,21192,21792,21267,22181,24642,26701,26305,9746,13839,8836,12303,17145,12779,8888,8973,23968,25679,26467,16337,10700,5149,4710,14738,22130,22250,20870,23638,24438,26767,24660,9352,13237,8272,11251,15775,10826,7144,4629
40,Oklahoma,03,2014,63813.0,43182.0,277225.0,61064.0,40740.0,275755.0,25419,25710,24838,14185,11653,6496,5285,15504,23214,23520,21672,21529,23215,26561,25672,9223,12366,7530,10610,14217,11322,8814,9005,25881,27706,25566,15698,12145,7172,6706,17606,26462,25787,23537,22757,24380,26972,24855,9118,12249,7247,9447,12792,9260,6211,4667
40,Oklahoma,04,2014,63104.0,44296.0,274770.0,60888.0,40761.0,283827.0,24907,26241,24350,14869,11282,6251,7099,17618,26760,25936,24056,23377,24435,26527,24298,8722,12951,7421,9549,13458,10085,8077,7207,25980,26381,26859,15556,12625,7006,7282,20681,28643,27291,23547,23535,23687,26099,23028,7986,11938,6483,8297,11533,8130,5619,3985
40,Oklahoma,05,2014,69506.0,41545.0,267371.0,66523.0,39046.0,289843.0,29247,27150,25316,14228,9629,5663,5827,17701,31118,28214,23928,24102,24297,27062,25278,8507,12591,7355,9068,12748,9843,7871,8670,30696,28132,26697,15094,10433,5570,6133,16286,30434,28143,24335,23496,23522,25300,23906,7995,11098,6393,7893,10309,7316,5342,3900
41,Oregon,01,2014,63008.0,42363.0,283220.0,60943.0,39815.0,298150.0,24656,25930,25894,15358,8921,4538,4708,14328,28531,29424,28345,28675,26975,27762,27022,9967,13543,7439,10148,11795,8367,6708,9875,25499,26340,27923,16063,9547,4542,5147,13937,27875,30186,28143,30248,27540,26862,25513,9075,12034,7569,8386,10119,6763,4841,4440
41,Oregon,02,2014,57951.0,40580.0,287411.0,55437.0,37976.0,295678.0,22656,22925,24642,14890,8301,4722,4824,12767,21992,22333,20643,23634,24523,27944,30140,11110,16713,9397,12996,17766,12422,10070,11682,23327,24650,24935,15801,9818,5084,4418,13785,23521,23005,21059,25277,24447,26750,27134,12020,16050,9256,12423,17188,11698,6993,7303
41,Oregon,03,2014,57009.0,34925.0,298775.0,54427.0,33781.0,309026.0,23638,22645,20362,12480,9084,5506,5427,16164,35035,35106,30465,28056,25638,26617,26010,9571,14565,7171,8954,11437,7798,6961,8545,24768,23770,21178,13304,8915,4583,5630,16333,34013,34736,31454,30213,26821,26417,26438,9623,12935,7264,7770,9576,6385,4329,4255
41,Oregon,04,2014,49876.0,39611.0,290803.0,47140.0,38358.0,304730.0,18903,19644,21483,13178,12291,7484,7392,17260,22417,22490,20031,21782,23561,27950,30694,12346,16953,9984,12373,17811,12302,10507,11393,20268,20607,22503,13870,12240,8534,7227,18760,23254,22797,21364,21030,22536,26095,26429,11874,17389,9482,12559,15719,10423,8733,6598
41,Oregon,05,2014,62304.0,43964.0,277249.0,59875.0,41028.0,294922.0,23326,26575,24935,15897,10170,5278,5158,13878,22736,24498,23778,24735,25574,28086,27955,11038,16162,9140,10818,15317,11050,8902,10819,24766,26695,27109,16696,11003,5073,5152,14949,23823,24597,22941,25899,25174,26807,25875,10657,14048,8945,9972,12532,9016,5731,6058
42,Pennsylvania,01,2014,58487.0,36816.0,243663.0,54386.0,36377.0,275576.0,23724,22058,21510,13296,10175,5522,5606,17833,33659,29930,24719,23405,23027,24387,21490,8045,10958,5777,7651,10745,8253,7206,7363,27114,22540,22084,13460,10106,6603,5008,16690,32170,27292,22686,22245,21468,22868,19533,7079,8641,4922,6195,7453,5488,3945,3377
42,Pennsylvania,02,2014,50631.0,39153.0,238251.0,49431.0,41359.0,296685.0,22765,18944,19306,12773,17003,9040,8864,23115,36132,27498,21418,19574,22456,24211,24386,9201,12907,7431,9441,12901,10044,8330,9736,22560,20055,20040,12541,14588,8552,7895,18517,29853,24624,19559,17245,19783,20010,19127,7234,9674,5883,6981,8128,6398,4703,4085
42,Pennsylvania,03,2014,49351.0,38948.0,256748.0,47034.0,36737.0,273004.0,18563,19747,21811,13211,10440,5144,5047,12074,19285,18822,19867,22435,25103,27396,26768,9817,13189,8470,10091,14179,12103,10540,12674,19401,21138,22032,15031,10698,5203,5009,12781,19801,19141,19670,22312,24674,27932,26618,9336,12532,7208,9232,12645,9611,6883,6160
42,Pennsylvania,04,2014,53336.0,38383.0,258574.0,50589.0,36532.0,274529.0,20324,21329,22342,13724,9403,4675,4572,12200,21401,21190,21071,25480,26420,27544,26129,9231,13634,8009,9776,13181,10615,9631,9770,21464,22336,23842,14482,9596,5121,4692,12588,21416,21148,22117,24475,25979,27043,25194,8969,12100,7091,9177,11448,8899,6193,4924
42,Pennsylvania,05,2014,45106.0,41190.0,272488.0,42618.0,38943.0,266062.0,16816,18501,18253,12023,15969,8456,7544,14365,18509,17765,17309,21133,22962,25350,25265,9283,13133,7701,10145,14337,11845,9849,11111,18026,19225,19638,13188,16220,9038,8758,17625,22704,21251,19965,22936,24448,26072,25895,9531,12600,7347,9728,12845,9680,6573,5492
42,Pennsylvania,06,2014,54483.0,40117.0,254498.0,52006.0,38574.0,275802.0,19826,22622,23895,14419,9818,4488,4578,12158,19979,21198,21044,26443,28277,29307,25701,9018,13247,7240,9540,12955,10023,9524,11082,21725,23036,24306,15260,10274,4203,4203,12942,20259,20174,21412,24680,27814,27773,24389,8073,12011,6985,9088,10912,8250,6280,5050
42,Pennsylvania,07,2014,53038.0,40338.0,255519.0,51134.0,38357.0,274093.0,20308,21609,23043,14951,9581,4497,3888,11598,18938,19432,20034,23234,27287,29226,27604,10135,12121,7790,10017,13062,11879,10193,13158,20852,22632,23886,15100,10907,4906,4406,12651,19897,19821,19604,23257,26480,28439,26098,9623,12244,6322,9125,10542,8037,7308,6759
42,Pennsylvania,08,2014,50323.0,38643.0,258158.0,48526.0,35878.0,276274.0,18032,21514,22452,14592,7815,3438,3497,11858,18908,19476,20284,25058,29377,31002,27368,9767,13853,7892,10397,12906,10872,9506,10815,18655,22032,24091,15558,8631,3844,3884,11982,19541,18902,19139,24602,28314,30279,27172,9641,13049,7525,9261,10873,8258,6290,5602
42,Pennsylvania,09,2014,48669.0,36346.0,261317.0,46163.0,34492.0,275373.0,18352,19867,19861,12511,10065,6072,5196,12401,18316,18639,19424,22565,23939,26495,26440,9636,13932,8380,11144,15447,12927,11097,13323,19563,20805,20753,13457,10438,6213,5131,13573,19649,19605,20423,22168,24379,26107,25701,10204,13187,8256,10180,13012,9868,7337,6324
42,Pennsylvania,10,2014,48581.0,38235.0,266480.0,45271.0,35642.0,271560.0,17344,19710,20544,13282,10034,5332,4567,11121,18538,17828,18808,22617,25992,27808,26114,9486,15027,8376,11667,15324,11677,10131,11147,19037,20608,22340,14203,10628,5654,5357,13046,20172,19042,19425,23572,25912,28348,27013,9526,13678,7975,10526,14424,10005,7418,5387
42,Pennsylvania,11,2014,46931.0,37381.0,263588.0,45902.0,35284.0,277450.0,18081,19865,19891,12783,10567,5559,5424,12065,19790,19579,19691,22714,25332,28002,26455,10226,14028,8629,10434,14487,11908,10441,12686,18517,19915,21248,14069,10564,5113,5502,13222,21887,21199,20342,23183,25532,27347,26025,9910,13480,8181,9527,12541,9295,6328,4974
42,Pennsylvania,12,2014,47157.0,34512.0,262794.0,45057.0,31560.0,284221.0,17147,20053,19643,12847,6928,3446,3290,10624,18131,19284,19726,21318,26194,30042,30015,10661,14224,8622,11223,16022,13966,13051,14382,18368,20208,21454,13632,8008,3952,3451,11499,19451,19581,19817,21625,24798,28896,28734,10138,13552,7965,10493,12716,10305,8594,7227
42,Pennsylvania,13,2014,55019.0,37021.0,255208.0,54396.0,34093.0,284089.0,23092,22489,22038,13424,7447,4368,4102,13970,27362,24384,23016,25010,26282,27498,23528,9549,12966,7457,8628,12252,11228,9650,12839,22837,22759,23559,15042,7844,4571,4401,14689,28502,24853,22180,22986,22947,24592,22624,8570,10832,6252,7442,9922,7737,5847,6261
