state_code,state,congressional_district,year,male_child,male_teen,male_adult,female_child,female_teen,female_adult,Females under 5 years,Females 5 to 9 years,Females 10 to 14 years,Females 15 to 17 years,Females 18 and 19 years,Females 20 years,Females 21 years,Females 22 to 24 years,Females 25 to 29 years,Females 30 to 34 years,Females 35 to 39 years,Females 40 to 44 years,Females 45 to 49 years,Females 50 to 54 years,Females 55 to 59 years,Females 60 and 61 years,Females 62 to 64 years,Females 65 and 66 years,Females 67 to 69 years,Females 70 to 74 years,Females 75 to 79 years,Females 80 to 84 years,Females 85 years and over,Males under 5 years,Males 5 to 9 years,Males 10 to 14 years,Males 15 to 17 years,Males 18 and 19 years,Males 20 years,Males 21 years,Males 22 to 24 years,Males 25 to 29 years,Males 30 to 34 years,Males 35 to 39 years,Males 40 to 44 years,Males 45 to 49 years,Males 50 to 54 years,Males 55 to 59 years,Males 60 and 61 years,Males 62 to 64 years,Males 65 and 66 years,Males 67 to 69 years,Males 70 to 74 years,Males 75 to 79 years,Males 80 to 84 years,Males 85 years and over
06,California,05,2019,49853.0,34876.0,270631.0,46983.0,34178.0,290607.0,19213,19450,20802,12796,8901,3796,4492,14513,23913,24061,24001,21784,23071,25070,27503,11078,16007,9591,14488,16853,11629,8680,10077,20283,20705,22163,13240,8339,5223,4313,14509,24648,25374,23861,22171,22030,23973,23744,10457,14669,8761,11896,14437,9555,5502,5508
06,California,06,2019,64638.0,39954.0,266240.0,63105.0,37517.0,289375.0,27017,26367,24303,14456,8480,4413,4523,17649,35359,33071,27657,24793,22019,22000,23327,9360,12855,8034,9623,12123,8446,6127,7996,27464,26528,26616,14490,9495,4796,5687,16286,34360,32416,26560,23027,20844,21095,20891,8591,10730,6590,8505,10700,5898,4694,4570
06,California,07,2019,57876.0,39620.0,269475.0,55189.0,37796.0,291442.0,21635,23803,24378,14888,8282,4317,3917,13532,25300,24992,26069,23799,26630,26640,26447,9920,14414,9165,12253,15585,10732,8456,9274,23050,24641,25464,15915,8427,4477,4017,13673,26753,25811,26052,23060,25779,25095,24252,8897,13274,7357,9808,11818,8350,5670,5332
06,California,08,2019,68504.0,44494.0,249105.0,66550.0,40778.0,254673.0,27705,28265,26451,15963,8945,5205,4720,13877,24588,24120,21516,21730,20035,22474,23255,10405,11884,6948,9651,12877,9385,6037,5966,27709,29483,28280,17106,10420,6322,5678,15306,26089,23870,22184,20486,20472,21643,21850,8570,11777,6346,10242,11825,7971,4603,3871
06,California,09,2019,67440.0,50095.0,262905.0,66662.0,45359.0,275728.0,25252,29665,29364,17376,10365,4675,6220,14618,25936,25169,24563,25340,24051,23607,24023,9386,12555,7988,10170,13713,9503,6510,7701,26741,28205,31236,19301,12053,5606,5629,15110,27453,25517,23809,24150,24351,23574,22896,9166,11586,6389,9549,11602,7623,4630,4265
06,California,10,2019,67087.0,46629.0,259579.0,65233.0,44155.0,268937.0,26098,27844,28228,17069,10150,5143,4825,14829,26777,25376,24375,23528,24389,23851,23731,9108,10758,6458,9575,13495,8923,6660,7136,26602,27912,31434,17531,10238,5924,5840,15156,27826,26080,24710,24184,23245,23844,22557,7961,10524,6725,8074,10785,7935,4208,4001
06,California,11,2019,56641.0,37276.0,277515.0,54491.0,35734.0,299412.0,22021,23234,23092,13972,7907,3716,4296,14506,25094,25214,25184,24975,26659,27338,27035,10739,14129,8930,13305,17248,11113,9494,10437,22793,24294,23885,14451,8494,4292,4356,14014,25408,25274,25621,24198,25668,25685,25984,9487,13085,7882,10681,14179,9384,6216,6101
06,California,12,2019,36634.0,19107.0,335189.0,35440.0,18764.0,317492.0,17569,12941,12325,6625,4744,2306,2609,15188,45869,44951,31929,26153,23267,21370,19850,8797,12094,7898,10547,13930,10125,8082,12527,17910,13635,12723,6855,4619,2634,2736,13777,47306,49381,38285,28092,28523,26675,23368,9253,12982,7986,10350,12314,8695,6470,6362
06,California,13,2019,48573.0,34383.0,286298.0,47728.0,33617.0,309233.0,21864,18288,18942,10548,11704,5470,6302,15939,37071,33424,29810,26726,24953,23601,23770,9721,13042,8444,11614,14543,9103,7030,8670,20927,19464,20456,11399,10711,5610,5524,15122,35101,34673,28460,26874,24716,22511,21603,8287,11579,7534,9539,12553,7567,4535,4510
06,California,14,2019,50783.0,33136.0,289054.0,47139.0,32170.0,301126.0,19105,19994,20100,11909,8201,3600,3475,14983,26416,27915,27551,25700,26065,26332,26566,10417,14301,8686,11954,16021,11560,8810,10774,21080,21625,20196,13016,8003,4375,3963,14664,30822,30213,28330,25541,26333,24672,24693,9519,13037,8042,10594,12487,9327,5853,6589
06,California,15,2019,63067.0,38873.0,284957.0,56794.0,37647.0,298370.0,21946,24271,26444,14989,6792,3402,3566,12590,24655,29740,31378,29270,28864,28299,26611,9423,12854,7767,10911,14321,9744,6447,8528,25404,27074,26473,15389,7601,3897,4106,12940,27065,28062,29864,28992,28919,27645,26045,9382,12758,6509,9717,11453,8069,5122,4412
06,California,16,2019,74585.0,48862.0,240699.0,73676.0,46625.0,247201.0,30471,30802,31009,16860,11160,5831,6398,15352,29346,26137,23380,22090,20257,20124,19077,7195,10026,5283,8082,10481,6620,5536,5986,31658,30335,31482,17660,12313,6888,6372,16069,31104,26601,23376,22278,20039,19591,18002,7260,9265,5114,7126,8807,5927,3947,2933
06,California,17,2019,57077.0,34647.0,307739.0,55020.0,32803.0,292672.0,23543,23129,20872,12616,7664,3152,3447,13791,32445,35203,29119,27978,26977,23717,23966,8454,11324,6983,8908,11708,9532,7511,8457,24856,23099,22806,12617,8347,4416,3977,15504,39582,40306,33490,30081,28428,26313,23461,8931,11035,6441,8068,9420,7746,5635,4905
06,California,18,2019,55875.0,36939.0,276540.0,50916.0,36328.0,285368.0,20521,20624,24429,13722,7949,3599,3079,12611,23280,24487,25181,26114,28534,27164,25757,9108,12974,8132,10280,14739,10742,8594,10993,21033,24907,24839,13580,8456,3523,3933,13117,26125,26111,26928,24021,27078,27718,25031,9348,12563,7099,9302,12537,9108,6432,6566
06,California,19,2019,57844.0,40997.0,282154.0,56287.0,39158.0,282377.0,22704,23041,26356,14297,9048,4853,5012,15948,26875,26653,26073,26453,25881,25816,23937,9297,11972,7412,10377,12962,9104,6373,7379,23759,23553,26332,15761,9437,5813,5911,16123,30076,28958,26721,27878,26403,26230,23964,9590,11384,6842,8971,10996,8105,4134,4055
06,California,20,2019,60412.0,44442.0,266360.0,58524.0,43941.0,263745.0,23866,24413,25613,14406,14168,7464,5659,16179,24315,24048,22744,21942,21427,21616,23280,8657,11954,8586,9387,12829,8385,6628,8645,24627,25237,26372,15317,13302,8018,6391,16881,27345,26756,24785,23705,22914,22041,21627,8400,12058,7739,9465,11646,7300,4860,4429
06,California,21,2019,73589.0,48766.0,253786.0,71875.0,45700.0,219428.0,29124,30647,30260,17424,10120,5111,5281,16019,25410,23082,22393,20048,19243,17673,16040,6521,8674,4819,5890,8100,6028,4817,4279,30565,30046,32445,17875,11424,6840,6571,19757,33537,30104,26593,23713,22489,21224,18540,6590,8340,5456,5822,6923,4887,3178,3222
06,California,22,2019,75161.0,47515.0,253466.0,70698.0,45698.0,271162.0,28962,30041,29239,17266,10889,5733,5687,16206,29602,26775,24898,22457,22579,22299,21706,8320,11431,7079,9541,13128,8831,5939,8951,30449,31759,32383,17458,10628,5352,5342,16036,28838,27871,26253,21132,21405,21322,19974,7700,10158,6251,8184,11195,7542,4472,4439
06,California,23,2019,67811.0,46324.0,262940.0,64506.0,43140.0,258331.0,25521,27227,29397,16686,8816,4571,4672,14174,26949,25612,23772,21599,20561,21941,22660,8121,12680,7535,9349,13062,8679,6116,6278,26837,28847,30318,18299,9835,5925,5547,14367,29879,27064,25731,23217,22720,21903,23361,8710,11082,6583,9056,11600,7089,5035,4071
06,California,24,2019,51434.0,42575.0,276246.0,48976.0,43052.0,273694.0,20412,19964,21502,12236,17915,9988,8768,18468,22450,21006,20707,18575,19321,20730,23882,9826,13151,8614,12278,15598,11646,8549,10137,21351,21612,21178,12563,17306,10020,10043,21774,26527,23925,22917,19899,20499,21096,21785,9366,12466,8006,11030,14130,9784,6121,6858
06,California,25,2019,61789.0,44115.0,250537.0,58114.0,41762.0,258163.0,23120,24106,27222,16211,9218,4532,4511,13047,23662,21833,21856,23363,25463,27017,25110,9130,11426,7025,9162,11009,8521,5614,5882,25494,25253,27605,16902,10650,5268,4791,15116,24917,20968,22104,22510,25606,25790,25356,9149,11858,6147,8266,8961,6818,3719,3193
06,California,26,2019,56451.0,40352.0,262598.0,54028.0,39329.0,272798.0,21701,22380,24868,14987,9422,5471,4198,15004,24025,22484,21751,22916,23958,24377,25074,9446,13655,8073,10701,14344,10201,7617,9503,22136,23878,26094,15025,9671,5608,5088,15093,26258,24397,23145,21608,22532,24233,24948,8895,11270,7977,8996,13054,8501,5463,5532
06,California,27,2019,46597.0,33261.0,265300.0,43261.0,30497.0,295851.0,18335,17407,18798,11427,7792,3368,3985,12060,25488,23875,23613,25869,27381,26268,26748,10609,15117,9173,12420,15448,12116,10224,12089,20461,18016,20302,13163,7917,4509,3889,11684,26978,23625,21979,22851,24769,24313,24067,8678,12385,7449,10432,13084,9726,7308,7574
06,California,28,2019,37461.0,23909.0,291774.0,35561.0,23499.0,300156.0,15235,14486,14602,9168,5570,3598,3071,13638,36371,33135,26548,23251,25468,24425,24902,9484,12821,7417,10850,14905,11284,8821,10167,16181,15060,15551,8943,5636,3370,3465,13230,33683,36196,29909,24960,26954,26277,24454,9811,12210,7070,9065,11426,7897,5890,5907
06,California,29,2019,55959.0,39260.0,263251.0,55256.0,37574.0,268905.0,22430,23546,23202,14532,9121,5281,4827,17485,30641,27569,26086,24737,23466,22411,22383,8216,10740,6264,8346,10800,7273,6445,5935,22359,23930,24177,15087,9667,4838,5433,16754,33255,30440,28034,24066,24970,23717,21236,7243,10248,6009,7126,7887,5091,3970,2934
06,California,30,2019,50260.0,34619.0,291746.0,48682.0,32054.0,310226.0,21448,19110,20312,12288,7579,4664,4444,15366,30179,28626,27493,26681,27563,28168,26799,9480,14254,8712,11252,15361,10429,8794,11961,21064,21008,20471,13397,8940,4941,4496,15028,31786,28723,28232,26074,27996,26330,24812,9677,13146,7322,9617,12085,8721,6439,6321
06,California,31,2019,66283.0,44716.0,256714.0,63132.0,43063.0,274453.0,26246,26364,26307,16251,11028,6147,6489,17236,31010,28071,25235,22602,25030,22671,24052,8173,10993,7047,9701,10881,7416,5467,6232,28142,26701,28600,16963,10593,5657,6257,18477,32051,28972,25731,22153,21614,22020,21146,7884,9687,5506,8454,8588,5639,3856,3022
06,California,32,2019,51322.0,37584.0,260296.0,49988.0,38759.0,274920.0,19669,20629,24225,13863,10361,5916,6026,15024,26741,23566,22445,23410,24167,24562,23859,9320,13056,8197,10220,13149,9760,7362,8140,20857,21418,22618,14001,10013,6238,5398,16609,29222,24862,23183,23559,23277,23576,22132,8272,11021,7242,8759,10668,7300,4960,4018
06,California,33,2019,44187.0,33592.0,267935.0,42383.0,35302.0,288157.0,17100,17856,18568,11976,12186,5210,4856,11723,25493,26029,25328,23956,26682,25134,25084,9965,12489,7942,11271,16358,10396,8566,11675,18463,17880,19610,12229,9597,4649,4022,11368,24362,25146,24201,22159,24118,25265,24304,9462,12493,7280,10103,14529,9623,7186,7665
06,California,34,2019,51190.0,33527.0,289358.0,48846.0,32912.0,277804.0,21004,19865,19944,12325,8621,4582,4432,17545,35821,32226,26085,24022,23566,21616,18967,7984,10422,6363,7865,12307,8839,6519,8643,22385,20507,20747,12129,8950,5417,6086,19066,40983,38831,31340,27985,25247,22468,20025,7805,8961,5610,7282,8220,5837,4139,4056
06,California,35,2019,64893.0,48270.0,263681.0,61127.0,44755.0,264828.0,23849,26089,27974,16783,11188,6607,5831,18369,30820,26472,26748,25276,23928,23464,19637,7922,10002,6185,8185,9020,6821,4788,4753,26525,26738,29075,17836,12989,7021,6071,19994,32831,28829,26640,25813,24945,23393,19923,7375,9921,5383,6750,7702,5189,3220,2681
06,California,36,2019,55366.0,38913.0,280400.0,51561.0,35663.0,286548.0,20373,21827,23404,13409,8212,4309,4309,12090,22114,21936,21809,21945,21962,21967,24243,9568,14885,9685,15166,21008,16853,11197,11502,21110,24404,24632,15319,8815,4612,3696,12980,23587,22062,21915,21438,22489,23617,24129,9537,13595,8603,14088,19801,15621,9900,8730
06,California,37,2019,46339.0,32432.0,274378.0,44890.0,31610.0,294948.0,19542,17999,18373,11027,9560,5649,5776,18758,35078,31658,25760,25165,24195,23875,23299,9050,12071,7430,9356,12188,9726,7216,8698,19764,18907,19170,11325,9605,6292,6720,18680,37866,33903,27430,23604,23566,21365,18958,8208,9507,5370,7628,9389,6564,4666,4662
06,California,38,2019,52214.0,40063.0,257402.0,51655.0,37391.0,274445.0,21854,20459,23355,13759,9619,5478,4792,15647,26972,23996,24631,23701,23895,23204,22962,9491,12594,7653,9687,13044,10132,7851,8715,21887,20511,24542,15571,9767,5565,5366,15200,27952,24477,23401,23426,23387,22429,21674,7994,11576,7198,8218,10529,8228,5151,5631
06,California,39,2019,53168.0,38338.0,267006.0,48853.0,35111.0,286363.0,20933,19436,21212,14117,8267,4400,4587,16076,26433,23241,22841,24149,25621,26051,27457,10351,14408,8050,11347,14375,9974,7936,9066,22151,21299,24296,13915,9846,4720,5531,15524,28917,22466,21704,22474,25236,23861,26013,9666,12234,7877,9903,11987,8580,5227,5086
06,California,40,2019,68602.0,48099.0,240848.0,64551.0,45067.0,248393.0,25743,27236,28931,16915,10794,5631,6317,17282,30147,25240,24059,24997,23650,21820,18537,6665,8510,5431,7209,8373,5849,3987,4689,27071,28983,31371,17932,11345,6422,5192,17602,31137,26230,24904,24263,23924,20890,18156,6692,8160,4740,5661,6645,4358,2749,3123
06,California,41,2019,66641.0,50608.0,261389.0,65388.0,49865.0,268771.0,26083,27546,29399,17451,14775,8284,7439,18398,31484,27928,24063,24085,24430,23241,20569,7135,10121,6295,8390,9608,6753,4863,5685,27118,27363,30402,18084,14283,7585,7167,20563,33280,29651,25687,23112,22981,22735,19722,7518,9516,5495,6612,8381,5428,3367,2589
06,California,42,2019,72518.0,50235.0,279981.0,69636.0,47903.0,288777.0,27525,29841,30675,19769,9729,4594,4819,15765,27738,26405,28540,28041,26837,26514,25652,9460,11331,7160,9832,12518,10169,6947,6455,29435,29893,32976,19471,10979,6254,5108,14877,29511,27663,27275,27703,27321,26009,25933,8745,10785,6108,8026,11199,8230,5038,4196
06,California,43,2019,61274.0,37248.0,255536.0,57509.0,36036.0,282702.0,24633,23725,22878,13004,9306,5203,4760,14907,30643,28514,27062,25168,25165,24741,23813,8728,12475,6487,9123,12709,9029,6589,7586,26780,25103,23478,13713,9449,4752,5349,14652,29257,28452,25202,23826,23222,23048,20504,8402,10297,6263,7620,9135,6525,4772,4258
06,California,44,2019,66515.0,43848.0,241279.0,63200.0,43020.0,261058.0,25835,26329,27591,16120,10346,6327,5616,17431,29784,26864,24695,22242,24288,21982,20478,8032,10426,6260,8148,10162,7359,5003,5961,27495,27553,28669,16498,10149,5421,6213,16423,28989,26835,23505,22223,22950,21021,18516,8049,9090,5588,6383,8356,4915,3681,3121
06,California,45,2019,55370.0,42366.0,283352.0,52683.0,40795.0,304757.0,21880,20989,24536,14177,11897,5608,4908,13932,24958,25453,27522,26881,29607,29721,27078,9959,13797,7962,11793,16000,11939,7605,10034,23512,22078,24450,15905,11791,6416,5836,14138,27465,25854,25179,24790,27186,27909,26141,9736,11967,7717,9404,13362,8606,5786,5860
06,California,46,2019,61890.0,41439.0,263051.0,60164.0,41120.0,262769.0,25293,24663,25522,14775,11032,5897,6239,18729,33475,27739,24200,23238,23426,22166,19588,7192,9436,5614,6950,9955,6683,5600,6642,24956,26568,25916,15547,10343,5935,5706,18579,34795,31486,27092,24316,24704,23027,21179,7001,8193,4808,6209,7467,5311,3544,3699
06,California,47,2019,51762.0,36232.0,263402.0,48779.0,34887.0,276749.0,20658,19666,21139,13388,8816,4959,4993,14767,28688,25511,25306,24964,25196,25606,22851,9094,12458,7247,9882,11991,8735,6541,7960,21248,21205,23273,13116,9153,5190,5485,15255,29614,27061,22889,23025,24639,24892,23317,8839,10744,6847,9042,10343,6761,4817,4642
06,California,48,2019,46301.0,33637.0,276917.0,43699.0,32946.0,290092.0,17851,17722,20316,13469,7288,3631,3876,12651,26061,23719,22525,22168,26454,27873,26860,10809,14079,8159,12181,17628,12365,8523,10530,19599,18040,21657,13021,7622,4341,3961,12727,26598,24574,23000,22678,24763,27739,26363,9995,12716,7397,10591,15727,10772,6789,6186
06,California,49,2019,57612.0,41780.0,272856.0,55753.0,35497.0,276698.0,23056,23353,23361,13419,8062,3230,4214,13498,22970,24562,23392,23408,26916,23673,25354,10736,12485,8288,11392,14994,10548,7304,9734,25239,22317,25141,14572,12124,7052,6866,17831,27348,23307,23975,21510,24841,24274,23460,9219,12497,7863,9466,13309,8738,6100,5200
06,California,50,2019,60760.0,40911.0,272957.0,57916.0,39303.0,278333.0,24393,23615,24772,15204,9236,4599,5181,12998,25808,24947,24804,22525,23116,25413,25405,10414,13016,8439,10700,14056,10388,7414,9110,26505,23513,26855,15193,9605,5114,6003,15610,27217,25854,24831,23531,23786,24284,24499,9395,13259,7942,9969,12427,8006,5757,5473
06,California,51,2019,62375.0,43822.0,265657.0,60631.0,41403.0,257872.0,25913,24187,26328,15523,10084,5641,5569,16077,28703,26243,22161,22133,22269,21600,20792,8221,10384,6399,9001,10952,8482,6583,6662,25999,25430,27365,16079,11324,6854,7634,19843,34989,30454,25151,23257,21241,22117,19028,7124,10576,5982,7212,8940,6116,4209,4930
06,California,52,2019,51038.0,36225.0,302403.0,49561.0,32333.0,296732.0,21293,20314,19885,11420,8982,4848,5780,15265,34221,29593,27337,24103,24825,24490,24365,9396,13066,8586,10414,14259,9955,7206,9023,21749,20933,20891,12496,11195,6468,6860,19595,37402,34595,29336,25535,24483,24434,23853,8200,12153,7145,10203,12656,8375,5866,5244
06,California,53,2019,54956.0,35155.0,295112.0,52730.0,34979.0,301669.0,23403,21302,20063,11987,10955,5985,5440,17369,36547,33564,29394,25620,23504,23589,22437,8804,13609,7771,10089,13150,9011,7317,8469,24117,22114,21813,12165,9903,6839,5974,18843,38775,35908,29258,26570,24849,22846,22067,8549,11736,6957,8314,10514,6979,5401,4733
08,Colorado,01,2019,58535.0,33754.0,324161.0,56984.0,33464.0,325288.0,24759,23510,21789,12069,8322,4107,3914,17288,45844,43005,34483,27689,24511,22312,22640,9838,13570,7368,11154,13917,8899,6114,8635,25718,24031,21965,12173,8402,4062,4421,15789,47150,46270,36762,30686,27055,23744,23406,8360,12404,7292,9587,11391,6891,4655,4236
08,Colorado,02,2019,50865.0,43198.0,314147.0,48442.0,41447.0,309165.0,18575,20659,23022,13451,14183,8476,8189,19617,27800,25016,26580,23790,25768,26202,27840,11925,15569,10149,12006,16474,10189,6406,7169,19067,22186,24031,14125,14655,8297,8277,22688,33210,28418,27010,25223,26300,25727,27265,11021,15198,10477,11717,14902,9292,4610,4515
08,Colorado,03,2019,54010.0,39406.0,281112.0,50824.0,36787.0,282594.0,20127,21677,22552,13570,9686,4596,4482,12611,22526,22876,23806,20713,22094,23411,27233,11284,16650,10816,13393,17384,11944,8131,8644,20938,23324,24372,14267,10516,4864,4405,13641,24796,24775,24522,21759,22600,23139,26098,10867,15734,10515,13420,16839,11094,6571,5473
08,Colorado,04,2019,69013.0,48689.0,297052.0,66436.0,45175.0,293259.0,26185,28712,28849,17204,10662,4536,4566,13774,24717,26796,27619,25901,27352,26979,27221,10917,13812,8824,11445,14849,9945,6595,7411,26971,29856,30465,18696,11714,5606,4888,14122,27459,29239,30067,27665,28953,27191,26802,10609,13749,7660,11100,13971,8545,5339,4087
08,Colorado,05,2019,62937.0,43913.0,301043.0,60462.0,39907.0,290111.0,24831,25472,25398,15243,9426,4733,5421,16169,29327,27569,25610,22359,23408,25206,27220,10390,13674,8979,12046,14320,9473,7363,6844,26067,26200,26677,15971,11936,6280,6797,22006,34369,31756,27953,24259,24576,24984,25101,10015,13055,8065,10830,13527,7996,5404,4070
08,Colorado,06,2019,68446.0,46594.0,290876.0,64819.0,43867.0,303073.0,24758,28143,29797,17408,8581,3509,3676,15837,28853,30417,28221,31199,30266,26673,26342,9646,14432,7762,10764,14095,8744,5737,6900,26854,28912,31700,18234,9340,4819,4423,15942,28714,30801,29053,31268,29584,26420,25303,9275,12102,7046,10224,11182,6923,4142,3655
08,Colorado,07,2019,61128.0,40569.0,293749.0,58764.0,38347.0,297926.0,24497,24565,24256,14897,8897,5506,4713,14532,30669,31250,29468,24041,23974,25286,26629,9671,13098,7984,11228,14479,9887,7320,8191,24685,26015,26071,15459,9468,5033,5733,15632,33628,34250,30273,26204,25332,24473,25062,9045,12598,7336,9459,12369,7875,4642,4805
09,Connecticut,01,2019,48463.0,36678.0,257416.0,46074.0,36050.0,286870.0,17730,19506,22097,13475,9317,4626,4112,14059,22639,23565,21704,22490,24526,27378,25873,10487,14871,7970,12230,15730,11722,9551,13337,19393,20378,21732,14178,9461,4502,4176,14382,23647,23095,20673,21135,22722,24450,24179,9298,13433,7638,10353,12711,8846,5828,6348
09,Connecticut,02,2019,42443.0,38794.0,270748.0,40371.0,35860.0,274552.0,15731,16930,19275,12966,11329,6130,6232,13377,19587,19573,19857,18491,23901,26631,28344,10802,14425,9133,11257,16941,11287,8406,10178,16275,17658,21277,13853,12175,6908,6567,17044,22587,21544,19390,19718,23133,26704,26823,10671,14177,8531,10708,14808,9952,5668,5815
09,Connecticut,03,2019,45018.0,37976.0,260692.0,43509.0,36364.0,290370.0,17404,18264,19603,12545,12058,6586,5845,14723,25324,24055,22446,20959,24138,25832,26666,10533,14390,8712,12498,15960,10938,8460,12305,18129,18407,21205,13626,11627,5673,5921,14674,26301,23566,21099,19050,22225,24801,24369,9328,12771,7049,10345,13050,8672,5610,6188
09,Connecticut,04,2019,55071.0,42617.0,259362.0,52988.0,41730.0,283916.0,20279,22701,25021,16142,10576,4020,3865,13627,20075,21581,22880,25193,27554,29517,27844,10483,13314,7694,10051,14980,11147,8697,11394,20717,23571,26959,15934,10508,4204,4794,14343,20245,21220,21313,23059,25960,27177,25446,9447,12990,7341,9504,12228,8737,5449,5905
09,Connecticut,05,2019,49490.0,36526.0,262947.0,46906.0,34446.0,280819.0,18148,19922,22092,13588,7603,4187,3777,13230,19602,21499,20052,22647,24711,27839,27956,11441,14436,8187,12604,16179,11788,8825,11859,20002,20663,22064,14393,8895,4152,4022,14839,21096,20941,21244,21339,23273,25956,27304,10845,14187,7247,10640,14143,9146,6158,6415
09,Connecticut,ZZ,2019,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Delaware,00,2019,67007.0,48473.0,347409.0,65678.0,47544.0,381135.0,27098,26687,29734,17089,12615,7365,5624,16137,33050,30631,28704,28032,30680,33925,35264,13674,21551,13413,18294,24484,17768,11140,11399,27732,27087,30472,17785,12405,6316,6371,17411,33367,30570,28083,25779,28420,31229,32502,12291,17394,11414,15530,21051,14556,8097,7028
11,District of Columbia,98,2019,46318.0,25946.0,256379.0,44560.0,28860.0,290618.0,22166,16415,14948,7779,12113,5834,5523,17320,44689,41268,29655,22154,19166,18712,18311,7434,11144,6493,9081,11669,8720,5993,7452,22874,17846,13997,7905,9643,5454,5185,13565,38104,37811,29531,20961,19316,18929,18428,6307,8526,5126,6780,9005,6075,3550,3726
12,Florida,01,2019,56344.0,40236.0,291363.0,53380.0,35977.0,293977.0,22891,20877,24032,13011,8547,4099,4912,14806,27396,25480,23120,21004,23219,25737,28281,10965,15226,8436,13389,18017,12979,8313,8598,23965,22811,23921,14074,11810,6119,5787,18222,31024,27343,24747,22122,23223,24805,27174,9732,13603,8807,11306,15736,10515,6835,4263
12,Florida,02,2019,47585.0,36179.0,285341.0,46142.0,33959.0,273257.0,18212,19880,20126,12295,9589,4802,4846,10856,20630,19828,19869,19544,20760,23357,26267,10340,15878,9987,14255,19711,13428,9913,8986,18934,20378,20683,13253,10517,6074,4961,14724,25113,24913,24076,21593,23951,24654,25669,9282,13933,8665,13723,17576,12403,7794,6237
12,Florida,03,2019,51616.0,38484.0,274771.0,48050.0,38966.0,286780.0,19887,19722,21103,12877,13428,7884,8703,16631,25873,23644,22713,20484,21481,23898,25901,9788,13929,8941,12946,16099,11788,7357,8720,20431,22528,21644,13234,12264,7647,8124,19426,28018,23373,22505,20838,21167,22896,23154,9170,12131,8268,11761,15489,9520,6325,4959
12,Florida,04,2019,56363.0,38743.0,298804.0,54800.0,35683.0,316550.0,22650,22700,23626,12995,8513,5335,4477,13473,29046,28080,27268,24879,26593,28699,29531,10790,16308,10237,13702,18361,12689,8093,8989,23549,23142,24182,14851,9383,5520,4549,15817,29467,29193,26403,24818,25850,26295,27742,10267,13865,9968,11555,16735,9495,6198,5067
12,Florida,05,2019,58550.0,38116.0,257885.0,55095.0,38073.0,283897.0,23479,22699,22293,13336,11362,8297,6663,21013,31708,26890,24422,20873,21628,22833,24133,9249,12584,8274,10191,12994,9181,6504,6460,25116,23964,23676,12755,11156,6876,7686,19371,31888,25590,23470,20081,20743,22090,21053,8374,10915,6331,8883,10160,7215,3893,3266
12,Florida,06,2019,44905.0,33496.0,293355.0,44605.0,31727.0,319236.0,18075,18978,18880,12253,8146,5051,3966,11439,21336,19834,20536,20074,22991,26743,31110,12809,19177,13858,18209,25371,18555,13962,14215,18088,18992,19563,12663,9096,4828,4575,11907,22646,20149,18918,20207,21939,24760,27270,10929,16222,11657,16420,23183,17274,10463,10008
12,Florida,07,2019,50338.0,40616.0,283281.0,47582.0,40347.0,306151.0,18595,20739,20621,13617,14358,7553,6222,17635,30652,27939,27540,24943,25695,26440,26438,10161,13030,8033,11238,14821,9824,8205,9782,20419,21154,21913,13826,13643,7379,5872,18197,34051,29166,26950,23436,24642,24195,22466,9036,11653,7472,8971,12178,7671,5094,4852
12,Florida,08,2019,44355.0,33937.0,289475.0,42146.0,30815.0,313864.0,16684,17495,19918,12202,6663,3825,3595,11157,20110,19486,20420,18827,22971,27721,32813,12496,18008,12859,16591,24114,19277,14099,15495,17921,17857,21443,12689,8383,4628,4059,12175,21567,19676,19211,17629,21098,25772,28846,12378,15960,10463,15298,21834,16744,11975,10162
12,Florida,09,2019,66036.0,48245.0,312772.0,65852.0,45271.0,331585.0,26648,27838,28415,17957,10265,5510,5950,15559,30599,29139,31100,30787,29378,27399,26110,11066,13885,9303,14378,19300,14164,9334,8624,27081,26275,31702,18959,10265,6492,5469,16869,31778,30279,29082,29247,28153,26638,23911,9284,13588,8194,12665,15788,12747,6938,5650
12,Florida,10,2019,67797.0,41171.0,293658.0,64144.0,39948.0,317145.0,26879,26703,26407,16176,7928,4982,5579,18897,37309,34032,31041,27669,29513,27607,26668,8891,12526,8039,11075,13199,7436,5908,6774,28170,28202,28563,15654,8380,4621,5678,15828,35299,32270,29699,27984,27361,27671,24259,9263,12196,6667,9255,10610,7277,4277,3443
12,Florida,11,2019,39613.0,28197.0,305329.0,37549.0,28166.0,334045.0,15157,14778,19037,10619,6125,3094,2878,9102,17424,15232,16757,16166,20018,22668,28772,11481,20951,15622,27231,40711,30511,18438,16989,16205,15998,18526,10258,6824,3053,3370,9003,17852,16762,16603,16668,19350,21107,24466,9796,16013,13625,22054,34474,30223,18368,12542
12,Florida,12,2019,49081.0,35227.0,287525.0,46216.0,33273.0,321006.0,18005,19845,20916,13633,7091,3300,3881,10747,20329,21085,22829,23013,25670,28053,29350,11406,17864,11668,17640,25387,20390,13196,15198,19466,20724,22229,14015,7875,4520,3545,10828,19653,19482,21454,22072,25131,26505,26073,10038,14446,10187,14746,21306,16777,11726,9036
