year,state,congressional_district,party,candidatevotes,totalvotes,candidateperc
1982,PENNSYLVANIA,14,DEMOCRAT,120980,161577,74.87451803165055
1982,PENNSYLVANIA,15,REPUBLICAN,79455,137457,57.80353128614767
1982,PENNSYLVANIA,16,REPUBLICAN,93034,130398,71.34618629120078
1982,PENNSYLVANIA,17,REPUBLICAN,84291,146265,57.62896113219157
1982,PENNSYLVANIA,18,DEMOCRAT,101807,187683,54.24412440125105
1982,PENNSYLVANIA,19,REPUBLICAN,101163,142950,70.76810073452256
1982,PENNSYLVANIA,20,DEMOCRAT,127281,167428,76.0213345438039
1982,PENNSYLVANIA,21,REPUBLICAN,80180,159631,50.228339107065665
1982,PENNSYLVANIA,22,DEMOCRAT,123716,157215,78.69223674585758
1982,PENNSYLVANIA,23,REPUBLICAN,92424,141721,65.2154585417828
1982,RHODE ISLAND,1,DEMOCRAT,97254,160131,60.734024017835395
1982,RHODE ISLAND,2,REPUBLICAN,96282,173051,55.63793332601372
1982,SOUTH CAROLINA,1,REPUBLICAN,63945,117832,54.26794079706701
1982,SOUTH CAROLINA,2,REPUBLICAN,71569,122318,58.510603508886675
1982,SOUTH CAROLINA,3,DEMOCRAT,77125,85339,90.37485791959128
1982,SOUTH CAROLINA,4,REPUBLICAN,69802,110196,63.3434970416349
1982,SOUTH CAROLINA,5,DEMOCRAT,69345,102536,67.6299055941328
1982,SOUTH CAROLINA,6,DEMOCRAT,62582,119235,52.486266616345866
1982,SOUTH DAKOTA,0,DEMOCRAT,142122,275652,51.55848678768883
1982,TENNESSEE,1,REPUBLICAN,89497,120858,74.05136606596172
1982,TENNESSEE,2,REPUBLICAN,109045,109057,99.98899657977022
1982,TENNESSEE,3,DEMOCRAT,84967,137493,61.79732786396398
1982,TENNESSEE,4,DEMOCRAT,93453,141322,66.12770835397178
1982,TENNESSEE,5,DEMOCRAT,109282,136349,80.14873596432683
1982,TENNESSEE,6,DEMOCRAT,104094,104105,99.98943374477692
1982,TENNESSEE,7,REPUBLICAN,73835,146197,50.50377230722929
1982,TENNESSEE,8,DEMOCRAT,93945,125472,74.87327850038255
1982,TENNESSEE,9,DEMOCRAT,112143,154830,72.42976167409417
1982,TEXAS,1,DEMOCRAT,100685,103283,97.4845811992293
1982,TEXAS,2,DEMOCRAT,91762,97346,94.26376019559099
1982,TEXAS,3,REPUBLICAN,99852,129528,77.08912358717807
1982,TEXAS,4,DEMOCRAT,94134,127496,73.83290456171174
1982,TEXAS,5,DEMOCRAT,52214,80530,64.83794859058736
1982,TEXAS,6,DEMOCRAT,91546,96834,94.53910816448769
1982,TEXAS,7,REPUBLICAN,108718,127922,84.9877268960773
1982,TEXAS,8,REPUBLICAN,50630,89218,56.748638167185995
1982,TEXAS,9,DEMOCRAT,78965,116897,67.55092089617355
1982,TEXAS,10,DEMOCRAT,121030,134276,90.13524382614912
1982,TEXAS,11,DEMOCRAT,83236,86395,96.34353839921292
1982,TEXAS,12,DEMOCRAT,78913,114535,68.8985899506701
1982,TEXAS,13,DEMOCRAT,86376,135820,63.595935797378885
1982,TEXAS,14,DEMOCRAT,76851,126712,60.65013574089273
1982,TEXAS,15,DEMOCRAT,76544,80002,95.6776080597985
1982,TEXAS,16,DEMOCRAT,44024,81671,53.90407855909687
1982,TEXAS,17,DEMOCRAT,109359,112630,97.09580040841695
1982,TEXAS,18,DEMOCRAT,68014,82335,82.60642497115444
1982,TEXAS,19,DEMOCRAT,89702,109970,81.56951895971629
1982,TEXAS,20,DEMOCRAT,68544,74924,91.48470450056057
1982,TEXAS,21,REPUBLICAN,106515,142872,74.55274651436251
1982,TEXAS,22,REPUBLICAN,66536,67479,98.60252819395664
1982,TEXAS,23,DEMOCRAT,51690,93528,55.26687195278419
1982,TEXAS,24,DEMOCRAT,63857,87653,72.85204157302088
1982,TEXAS,25,DEMOCRAT,63974,105914,60.401835451403976
1982,TEXAS,26,DEMOCRAT,69782,139220,50.123545467605226
1982,TEXAS,27,DEMOCRAT,66604,104044,64.01522432816886
1982,UTAH,1,REPUBLICAN,111416,177422,62.79717284215035
1982,UTAH,2,REPUBLICAN,92109,171090,53.8365772400491
1982,UTAH,3,REPUBLICAN,108478,141139,76.85898298840151
1982,VERMONT,0,REPUBLICAN,114191,164951,69.22722505471322
1982,VIRGINIA,1,REPUBLICAN,76926,142802,53.86899343146454
1982,VIRGINIA,2,REPUBLICAN,78108,78205,99.87596700978199
1982,VIRGINIA,3,REPUBLICAN,92928,156891,59.23093102854848
1982,VIRGINIA,4,DEMOCRAT,80695,148406,54.37448620675715
1982,VIRGINIA,5,DEMOCRAT,88293,88324,99.96490195190435
1982,VIRGINIA,6,DEMOCRAT,68192,137140,49.72436925769287
1982,VIRGINIA,7,REPUBLICAN,76752,128224,59.85774893935613
1982,VIRGINIA,8,REPUBLICAN,69620,140070,49.70371956878704
1982,VIRGINIA,9,DEMOCRAT,76227,151238,50.402015366508415
1982,VIRGINIA,10,REPUBLICAN,86506,164035,52.73630627609961
1982,WASHINGTON,1,REPUBLICAN,123956,183400,67.58778625954199
1982,WASHINGTON,2,DEMOCRAT,101383,170005,59.63530484397518
1982,WASHINGTON,3,DEMOCRAT,97323,162058,60.05442495896531
1982,WASHINGTON,4,REPUBLICAN,112148,160668,69.8010804889586
1982,WASHINGTON,5,DEMOCRAT,109549,170365,64.30252692747924
1982,WASHINGTON,6,DEMOCRAT,89985,143898,62.533878163699285
1982,WASHINGTON,7,DEMOCRAT,126313,178072,70.93366728065052
1982,WASHINGTON,8,REPUBLICAN,79209,139033,56.971366510109114
1982,WEST VIRGINIA,1,DEMOCRAT,79529,149598,53.16180697602909
1982,WEST VIRGINIA,2,DEMOCRAT,87904,137317,64.01538047000736
1982,WEST VIRGINIA,3,DEMOCRAT,84619,146250,57.8591452991453
1982,WEST VIRGINIA,4,DEMOCRAT,91184,113238,80.52420565534538
1982,WISCONSIN,1,DEMOCRAT,95055,155804,61.00934507458088
1982,WISCONSIN,2,DEMOCRAT,112677,186045,60.564379585584135
1982,WISCONSIN,3,REPUBLICAN,99304,175465,56.59476248824552
1982,WISCONSIN,4,DEMOCRAT,129557,137024,94.55058967772068
1982,WISCONSIN,5,DEMOCRAT,99713,156921,63.543439055320825
1982,WISCONSIN,6,REPUBLICAN,111348,171283,65.00820279887671
1982,WISCONSIN,7,DEMOCRAT,122124,179668,67.97203731326668
1982,WISCONSIN,8,REPUBLICAN,101379,177152,57.227126986994215
1982,WISCONSIN,9,REPUBLICAN,111503,111570,99.93994801469928
1982,WYOMING,0,REPUBLICAN,113236,159277,71.09375490497686
1984,ALABAMA,1,REPUBLICAN,102479,200934,51.001323817771
1984,ALABAMA,2,REPUBLICAN,118153,195815,60.33909557490489
1984,ALABAMA,3,DEMOCRAT,120357,125102,96.20709501047145
1984,ALABAMA,4,DEMOCRAT,120106,120106,100.0
1984,ALABAMA,5,DEMOCRAT,140542,146575,95.8840184206038
1984,ALABAMA,6,DEMOCRAT,130973,219710,59.61176095762596
1984,ALABAMA,7,DEMOCRAT,135834,140332,96.79474389305362
1984,ALASKA,0,REPUBLICAN,113582,206437,55.0201756468075
1984,ARIZONA,1,REPUBLICAN,162418,208027,78.07544213010812
1984,ARIZONA,2,DEMOCRAT,106332,121215,87.72181660685558
1984,ARIZONA,3,REPUBLICAN,156686,218328,71.76633322340699
1984,ARIZONA,4,REPUBLICAN,167558,167615,99.96599349700206
1984,ARIZONA,5,REPUBLICAN,116075,227938,50.92393545613281
1984,ARKANSAS,1,DEMOCRAT,121047,124528,97.20464473853269
1984,ARKANSAS,2,DEMOCRAT,103165,219079,47.090319017340775
1984,ARKANSAS,3,REPUBLICAN,133909,202998,65.96567453866541
1984,ARKANSAS,4,DEMOCRAT,117123,119639,97.89700682887687
1984,CALIFORNIA,1,DEMOCRAT,157037,252223,62.261173643957925
1984,CALIFORNIA,2,REPUBLICAN,158679,228472,69.4522742392941
1984,CALIFORNIA,3,DEMOCRAT,131369,131369,100.0
1984,CALIFORNIA,4,DEMOCRAT,130109,211921,61.39504815473691
1984,CALIFORNIA,5,DEMOCRAT,139692,193204,72.30285087265274
1984,CALIFORNIA,6,DEMOCRAT,162511,239096,67.9689329808947
1984,CALIFORNIA,7,DEMOCRAT,158306,237291,66.71386609690212
1984,CALIFORNIA,8,DEMOCRAT,144316,239223,60.32697524903542
1984,CALIFORNIA,9,DEMOCRAT,136511,195308,69.89524238638458
1984,CALIFORNIA,10,DEMOCRAT,102469,164177,62.41373639425741
1984,CALIFORNIA,11,DEMOCRAT,147607,211115,69.91781730336545
1984,CALIFORNIA,12,REPUBLICAN,155795,252693,61.65386457084288
1984,CALIFORNIA,13,DEMOCRAT,139851,214353,65.24331359952976
1984,CALIFORNIA,14,REPUBLICAN,179238,244472,73.31637160901862
1984,CALIFORNIA,15,DEMOCRAT,109590,167406,65.4636034550733
1984,CALIFORNIA,16,DEMOCRAT,153377,216687,70.78274192729606
1984,CALIFORNIA,17,REPUBLICAN,128802,177690,72.48691541448589
1984,CALIFORNIA,18,DEMOCRAT,128186,190525,67.2804093950925
1984,CALIFORNIA,19,REPUBLICAN,153187,227626,67.29767249786931
1984,CALIFORNIA,20,REPUBLICAN,151732,214039,70.88988455374955
1984,CALIFORNIA,21,REPUBLICAN,173504,239968,72.30297372983064
1984,CALIFORNIA,22,REPUBLICAN,184981,217017,85.23802282770474
1984,CALIFORNIA,23,DEMOCRAT,140461,228134,61.56951616155417
1984,CALIFORNIA,24,DEMOCRAT,97340,153607,63.3695079000306
1984,CALIFORNIA,25,DEMOCRAT,74261,103599,71.6811938339173
1984,CALIFORNIA,26,DEMOCRAT,117080,186452,62.79364125887628
1984,CALIFORNIA,27,DEMOCRAT,116933,212781,54.95462470803314
1984,CALIFORNIA,28,DEMOCRAT,113076,149517,75.62752061638476
1984,CALIFORNIA,29,DEMOCRAT,108777,125558,86.63486197613852
1984,CALIFORNIA,30,DEMOCRAT,64378,124333,51.77869109568658
1984,CALIFORNIA,31,DEMOCRAT,100658,142349,70.71212302158779
1984,CALIFORNIA,32,DEMOCRAT,102961,169705,60.670575410270764
1984,CALIFORNIA,33,REPUBLICAN,147363,208619,70.63738202177174
1984,CALIFORNIA,34,DEMOCRAT,87060,145527,59.82395019480921
1984,CALIFORNIA,35,REPUBLICAN,176477,206467,85.474676340529
1984,CALIFORNIA,36,DEMOCRAT,104438,184650,56.559978337395066
1984,CALIFORNIA,37,REPUBLICAN,149955,235863,63.57716131822286
1984,CALIFORNIA,38,REPUBLICAN,86545,162797,53.16129904113712
1984,CALIFORNIA,39,REPUBLICAN,175788,230677,76.20525670092813
1984,CALIFORNIA,40,REPUBLICAN,164257,254974,64.42107822758399
1984,CALIFORNIA,41,REPUBLICAN,161068,253846,63.45106875822349
1984,CALIFORNIA,42,REPUBLICAN,177783,243619,72.97583521810697
1984,CALIFORNIA,43,REPUBLICAN,165643,223517,74.10756228832707
1984,CALIFORNIA,44,DEMOCRAT,99378,142561,69.70910697876698
1984,CALIFORNIA,45,REPUBLICAN,149011,198307,75.14157341899177
1984,COLORADO,1,DEMOCRAT,126348,203873,61.97387589332575
1984,COLORADO,2,DEMOCRAT,118580,222859,53.20853095454974
1984,COLORADO,3,REPUBLICAN,122669,214974,57.06224938829813
1984,COLORADO,4,REPUBLICAN,146469,205930,71.12562521245084
1984,COLORADO,5,REPUBLICAN,163654,208242,78.5883731427858
1984,COLORADO,6,REPUBLICAN,171427,191760,89.39664163537756
1984,CONNECTICUT,1,DEMOCRAT,147748,239362,61.7257542968391
1984,CONNECTICUT,2,DEMOCRAT,124110,228253,54.37387460405778
1984,CONNECTICUT,3,DEMOCRAT,129230,245795,52.576333936817264
1984,CONNECTICUT,4,REPUBLICAN,165644,235310,70.39394840848243
1984,CONNECTICUT,5,REPUBLICAN,130700,240657,54.30966063733862
1984,CONNECTICUT,6,REPUBLICAN,155422,242911,63.983104923202326
1984,DELAWARE,0,DEMOCRAT,142070,243014,58.461652415087194
1984,DISTRICT OF COLUMBIA,0,DEMOCRAT,154583,161771,95.55668197637401
1984,FLORIDA,1,DEMOCRAT,82569,110942,74.42537542139137
1984,FLORIDA,2,DEMOCRAT,79143,128244,61.71282867034715
1984,FLORIDA,3,DEMOCRAT,73802,87774,84.08184656048489
1984,FLORIDA,4,DEMOCRAT,134694,207912,64.78413944361075
1984,FLORIDA,5,REPUBLICAN,69993,119063,58.78652478099829
1984,FLORIDA,6,DEMOCRAT,167409,168583,99.3036071252736
1984,FLORIDA,7,DEMOCRAT,100430,170710,58.83076562591529
1984,FLORIDA,8,REPUBLICAN,184553,229946,80.25927826533186
1984,FLORIDA,9,REPUBLICAN,191343,243493,78.58254652084455
1984,FLORIDA,10,REPUBLICAN,126206,203841,61.913942729872794
1984,FLORIDA,11,DEMOCRAT,145764,240890,60.51060650089253
1984,FLORIDA,12,REPUBLICAN,81893,155806,52.560876988049245
1984,FLORIDA,13,REPUBLICAN,132951,204190,65.11141583818993
1984,FLORIDA,14,DEMOCRAT,153935,277861,55.40000215935306
1984,FLORIDA,15,REPUBLICAN,128097,194930,65.71435900066692
1984,FLORIDA,16,DEMOCRAT,108410,192313,56.37164414262167
1984,FLORIDA,17,DEMOCRAT,1,1,100.0
1984,FLORIDA,18,DEMOCRAT,76404,126222,60.53144459761373
1984,FLORIDA,19,DEMOCRAT,115631,179951,64.25693661052175
1984,GEORGIA,1,DEMOCRAT,126082,154563,81.57320962973027
1984,GEORGIA,2,DEMOCRAT,110561,110566,99.99547781415626
1984,GEORGIA,3,DEMOCRAT,111061,136473,81.37946700079868
1984,GEORGIA,4,REPUBLICAN,120456,226835,53.10291621663323
1984,GEORGIA,5,DEMOCRAT,151233,151250,99.98876033057851
1984,GEORGIA,6,REPUBLICAN,116655,168717,69.14241007130283
1984,GEORGIA,7,DEMOCRAT,106586,193020,55.22018443684592
1984,GEORGIA,8,DEMOCRAT,100936,100940,99.9960372498514
1984,GEORGIA,9,DEMOCRAT,109422,162165,67.47571917491445
1984,GEORGIA,10,DEMOCRAT,116364,116374,99.99140701531269
1984,HAWAII,1,DEMOCRAT,114884,138865,82.73070968206532
1984,HAWAII,2,DEMOCRAT,112377,136741,82.18237397708076
1984,IDAHO,1,REPUBLICAN,139085,202676,68.62430677534587
1984,IDAHO,2,DEMOCRAT,101266,202399,50.032855893556786
1984,ILLINOIS,1,DEMOCRAT,177438,185534,95.63637931592052
1984,ILLINOIS,2,DEMOCRAT,155349,187215,82.97892797051519
1984,ILLINOIS,3,DEMOCRAT,143363,222582,64.40907171289682
1984,ILLINOIS,4,REPUBLICAN,121744,190291,63.97780241840129
1984,ILLINOIS,5,DEMOCRAT,106597,167708,63.56107043194123
1984,ILLINOIS,6,REPUBLICAN,157370,209562,75.09472137124096
1984,ILLINOIS,7,DEMOCRAT,135493,172908,78.36132509773984
1984,ILLINOIS,8,DEMOCRAT,114385,160417,71.3047868991441
1984,ILLINOIS,9,DEMOCRAT,144879,214495,67.54423180027507
1984,ILLINOIS,10,REPUBLICAN,153330,211140,72.62006251776073
1984,ILLINOIS,11,DEMOCRAT,138171,220690,62.60863654900539
1984,ILLINOIS,12,REPUBLICAN,159582,205119,77.79971626226727
1984,ILLINOIS,13,REPUBLICAN,157603,235234,66.99839308943434
1984,ILLINOIS,14,REPUBLICAN,135967,218738,62.15975276358018
1984,ILLINOIS,15,REPUBLICAN,149096,203613,73.22518699690099
1984,ILLINOIS,16,REPUBLICAN,127684,218538,58.42645215019814
1984,ILLINOIS,17,DEMOCRAT,128273,226345,56.67145287061787
1984,ILLINOIS,18,REPUBLICAN,136183,223106,61.03959552858282
1984,ILLINOIS,19,DEMOCRAT,117634,225103,52.257855292910364
1984,ILLINOIS,20,DEMOCRAT,145092,236821,61.26652619488981
1984,ILLINOIS,21,DEMOCRAT,127046,211194,60.1560650397265
1984,ILLINOIS,22,DEMOCRAT,116952,232728,50.25265546045169
1984,INDIANA,1,DEMOCRAT,147035,207964,70.7021407551307
1984,INDIANA,2,DEMOCRAT,118965,222663,53.42827501650477
1984,INDIANA,3,REPUBLICAN,115139,219752,52.39497251447086
1984,INDIANA,4,REPUBLICAN,129674,213119,60.845818533307686
1984,INDIANA,5,REPUBLICAN,143560,211355,67.92363558941118
1984,INDIANA,6,REPUBLICAN,178814,245864,72.72882569225263
1984,INDIANA,7,REPUBLICAN,147787,219694,67.26947481496991
1984,INDIANA,8,DEMOCRAT,116645,234092,49.82869982741828
1984,INDIANA,9,DEMOCRAT,137018,210340,65.14119996196635
1984,INDIANA,10,DEMOCRAT,115274,195493,58.965794171658324
1984,IOWA,1,REPUBLICAN,131182,196475,66.76778216058023
1984,IOWA,2,REPUBLICAN,136893,214228,63.90061056444536
1984,IOWA,3,REPUBLICAN,133737,220311,60.70373245094435
1984,IOWA,4,DEMOCRAT,136922,225639,60.681885666928146
1984,IOWA,5,REPUBLICAN,104632,206067,50.77571857696769
1984,IOWA,6,DEMOCRAT,127706,205888,62.026927261423694
1984,KANSAS,1,REPUBLICAN,159931,210763,75.88191475733407
1984,KANSAS,2,DEMOCRAT,112263,187052,60.01700062014841
1984,KANSAS,3,REPUBLICAN,117159,213902,54.77227889407299
1984,KANSAS,4,DEMOCRAT,138917,186693,74.40932439887943
1984,KANSAS,5,REPUBLICAN,144075,195915,73.53954521093331
1984,KENTUCKY,1,DEMOCRAT,112180,112180,100.0
1984,KENTUCKY,2,DEMOCRAT,93042,149742,62.13487197980526
1984,KENTUCKY,3,DEMOCRAT,145680,215138,67.7146761613476
1984,KENTUCKY,4,REPUBLICAN,108398,202038,53.6522832338471
1984,KENTUCKY,5,REPUBLICAN,125164,164947,75.8813437043414
1984,KENTUCKY,6,REPUBLICAN,126525,177108,71.43946066806694
1984,KENTUCKY,7,DEMOCRAT,122679,166569,73.65055922770743
1984,LOUISIANA,1,REPUBLICAN,81777,92555,88.35503214305008
1984,LOUISIANA,2,DEMOCRAT,45091,74183,60.78346791043771
1984,LOUISIANA,3,DEMOCRAT,80455,94529,85.11144728072867
1984,LOUISIANA,4,DEMOCRAT,103625,162330,63.83601305981642
1984,LOUISIANA,5,DEMOCRAT,93519,105267,88.83980734703184
1984,LOUISIANA,6,REPUBLICAN,118540,130689,90.70388479520082
1984,LOUISIANA,7,DEMOCRAT,117196,140610,83.34826825972547
1984,LOUISIANA,8,DEMOCRAT,75433,109492,68.89361779856063
1984,MAINE,1,REPUBLICAN,182785,287765,63.5188435007732
1984,MAINE,2,REPUBLICAN,192166,253773,75.72357973464474
1984,MARYLAND,1,DEMOCRAT,96673,165538,58.39927992364291
1984,MARYLAND,2,REPUBLICAN,111517,217089,51.36925408473022
1984,MARYLAND,3,DEMOCRAT,133189,195261,68.21075381156503
1984,MARYLAND,4,REPUBLICAN,114430,172743,66.24291577661613
1984,MARYLAND,5,DEMOCRAT,116310,161149,72.1754401206337
1984,MARYLAND,6,DEMOCRAT,123383,189442,65.12969668816841
1984,MARYLAND,7,DEMOCRAT,139488,139489,99.99928309759193
1984,MARYLAND,8,DEMOCRAT,181947,254569,71.47256735894787
1984,MASSACHUSETTS,1,REPUBLICAN,162646,223037,72.923326622937
1984,MASSACHUSETTS,2,DEMOCRAT,132693,193254,68.66248564065944
1984,MASSACHUSETTS,3,DEMOCRAT,148461,220254,67.40445122449536
1984,MASSACHUSETTS,4,DEMOCRAT,172903,233032,74.19710597686155
1984,MASSACHUSETTS,5,DEMOCRAT,120008,224927,53.35419936245982
1984,MASSACHUSETTS,6,DEMOCRAT,168662,239649,70.37876227315782
1984,MASSACHUSETTS,7,DEMOCRAT,167211,234190,71.39971817754814
1984,MASSACHUSETTS,8,DEMOCRAT,179617,195603,91.82732371180401
1984,MASSACHUSETTS,9,DEMOCRAT,153132,153252,99.9216975961162
1984,MASSACHUSETTS,10,DEMOCRAT,143062,256824,55.70429554870261
1984,MASSACHUSETTS,11,DEMOCRAT,172010,172025,99.99128033716029
1984,MICHIGAN,1,DEMOCRAT,152432,170510,89.39768928508592
1984,MICHIGAN,2,REPUBLICAN,140688,205132,68.58413119357292
1984,MICHIGAN,3,DEMOCRAT,106505,201224,52.92857710809844
1984,MICHIGAN,4,REPUBLICAN,127907,191087,66.93652629430574
1984,MICHIGAN,5,REPUBLICAN,140131,226678,61.819409029548524
1984,MICHIGAN,6,DEMOCRAT,106705,203530,52.42716061514273
1984,MICHIGAN,7,DEMOCRAT,145070,155748,93.14405321416648
1984,MICHIGAN,8,DEMOCRAT,126161,195845,64.41880058209298
1984,MICHIGAN,9,REPUBLICAN,150885,212805,70.9029393106365
1984,MICHIGAN,10,REPUBLICAN,104950,209645,50.060817095566314
1984,MICHIGAN,11,REPUBLICAN,126992,216634,58.62053047998006
1984,MICHIGAN,12,DEMOCRAT,113772,194984,58.34940302794075
1984,MICHIGAN,13,DEMOCRAT,132222,152638,86.62456269081093
1984,MICHIGAN,14,DEMOCRAT,113610,192142,59.12814480956793
1984,MICHIGAN,15,DEMOCRAT,98973,165152,59.9284295679132
1984,MICHIGAN,16,DEMOCRAT,121463,190622,63.71929787747479
1984,MICHIGAN,17,DEMOCRAT,133064,133105,99.96919725029112
1984,MICHIGAN,18,REPUBLICAN,186505,234884,79.40302447165409
1984,MINNESOTA,1,DEMOCRAT,140095,245837,56.98694663537221
1984,MINNESOTA,2,REPUBLICAN,153308,243097,63.064538023916384
1984,MINNESOTA,3,REPUBLICAN,207819,283978,73.18137320496658
1984,MINNESOTA,4,DEMOCRAT,167678,228071,73.52008804275862
1984,MINNESOTA,5,DEMOCRAT,165075,235442,70.11280909948098
1984,MINNESOTA,6,DEMOCRAT,154603,255692,60.4645432786321
1984,MINNESOTA,7,REPUBLICAN,135087,236839,57.03748115808629
1984,MINNESOTA,8,DEMOCRAT,165727,246483,67.23668569434808
1984,MISSISSIPPI,1,DEMOCRAT,136530,154521,88.35692236006757
1984,MISSISSIPPI,2,REPUBLICAN,92392,182420,50.64795526806272
1984,MISSISSIPPI,3,DEMOCRAT,158002,158002,100.0
1984,MISSISSIPPI,4,DEMOCRAT,113635,205432,55.315140776509985
1984,MISSISSIPPI,5,REPUBLICAN,142637,168477,84.66259489425856
1984,MISSOURI,1,DEMOCRAT,147436,215974,68.26562456591996
1984,MISSOURI,2,DEMOCRAT,139123,268616,51.792521666617034
1984,MISSOURI,3,DEMOCRAT,193537,193537,100.0
1984,MISSOURI,4,DEMOCRAT,150624,225058,66.92674777168553
1984,MISSOURI,5,DEMOCRAT,150675,228220,66.02182104986417
1984,MISSOURI,6,REPUBLICAN,150996,232913,64.8293568843302
1984,MISSOURI,7,REPUBLICAN,164586,236453,69.60622195531458
1984,MISSOURI,8,REPUBLICAN,134186,205108,65.42211907872925
1984,MISSOURI,9,DEMOCRAT,123588,233688,52.8858991475814
1984,MONTANA,1,DEMOCRAT,126998,193452,65.64832619978083
1984,MONTANA,2,REPUBLICAN,116932,177377,65.9228648584653
1984,NEBRASKA,1,REPUBLICAN,158836,214364,74.09639678304193
1984,NEBRASKA,2,REPUBLICAN,139384,214883,64.86506610574126
1984,NEBRASKA,3,REPUBLICAN,183901,220814,83.28321573813254
1984,NEVADA,1,DEMOCRAT,73242,130518,56.116397738242995
1984,NEVADA,2,REPUBLICAN,99775,140106,71.21393801835752
1984,NEW HAMPSHIRE,1,REPUBLICAN,111627,190486,58.601157040412424
1984,NEW HAMPSHIRE,2,REPUBLICAN,138975,182411,76.18783954915
1984,NEW JERSEY,1,DEMOCRAT,152125,211711,71.85502878924571
1984,NEW JERSEY,2,DEMOCRAT,132841,210072,63.23593815453749
1984,NEW JERSEY,3,DEMOCRAT,122291,229422,53.30395515687248
1984,NEW JERSEY,4,REPUBLICAN,139295,227203,61.308609481388885
1984,NEW JERSEY,5,REPUBLICAN,171979,241645,71.17010490595709
1984,NEW JERSEY,6,DEMOCRAT,118532,212080,55.89023010184836
1984,NEW JERSEY,7,REPUBLICAN,165685,223282,74.20436936251019
1984,NEW JERSEY,8,DEMOCRAT,118793,189395,62.72235275482457
1984,NEW JERSEY,9,DEMOCRAT,149493,238659,62.638743981999426
1984,NEW JERSEY,10,DEMOCRAT,111244,132956,83.66978549294504
1984,NEW JERSEY,11,REPUBLICAN,133662,239700,55.762202753441805
1984,NEW JERSEY,12,REPUBLICAN,148042,227833,64.97829550591881
1984,NEW JERSEY,13,REPUBLICAN,141136,232483,60.70809478542517
1984,NEW JERSEY,14,DEMOCRAT,115117,175217,65.69967525982068
1984,NEW MEXICO,1,REPUBLICAN,115808,178342,64.93590965672696
1984,NEW MEXICO,2,REPUBLICAN,116006,156069,74.32994380690592
1984,NEW MEXICO,3,DEMOCRAT,100470,165209,60.813878178549594
1984,NEW YORK,1,REPUBLICAN,92262,201580,45.76942156960016
1984,NEW YORK,2,DEMOCRAT,92329,178503,51.72406066004493
1984,NEW YORK,3,DEMOCRAT,120191,235751,50.98218035130285
1984,NEW YORK,4,REPUBLICAN,138209,224679,61.513982170118254
1984,NEW YORK,5,REPUBLICAN,125236,222191,56.3641191587418
1984,NEW YORK,6,DEMOCRAT,116411,145138,80.20711323016715
1984,NEW YORK,7,DEMOCRAT,92478,141044,65.56677348912396
1984,NEW YORK,8,DEMOCRAT,99046,166573,59.461017091605484
1984,NEW YORK,9,DEMOCRAT,71420,135330,52.77469888420897
1984,NEW YORK,10,DEMOCRAT,110308,159992,68.94594729736487
1984,NEW YORK,11,DEMOCRAT,77169,95064,81.17583943448624
1984,NEW YORK,12,DEMOCRAT,78364,90656,86.44105188845747
1984,NEW YORK,13,DEMOCRAT,78455,125347,62.59024946747827
1984,NEW YORK,14,REPUBLICAN,98148,166817,58.835730171385414
1984,NEW YORK,15,REPUBLICAN,102317,192048,53.27678497042406
1984,NEW YORK,16,DEMOCRAT,104337,121398,85.94622646172095
1984,NEW YORK,17,DEMOCRAT,151534,199479,75.9648885346327
1984,NEW YORK,18,DEMOCRAT,81260,96328,84.35761149406196
1984,NEW YORK,19,DEMOCRAT,83339,163539,50.95970991628908
1984,NEW YORK,20,DEMOCRAT,102842,213349,48.20364754463344
1984,NEW YORK,21,REPUBLICAN,141091,204327,69.05156929823274
1984,NEW YORK,22,REPUBLICAN,144278,210486,68.54517640128086
1984,NEW YORK,23,DEMOCRAT,188144,241846,77.79496042936415
1984,NEW YORK,24,REPUBLICAN,147150,224207,65.63131391972597
1984,NEW YORK,25,REPUBLICAN,140256,192690,72.78841662774404
1984,NEW YORK,26,REPUBLICAN,122168,185920,65.70998278829605
1984,NEW YORK,27,REPUBLICAN,112247,215816,52.010508952070275
1984,NEW YORK,28,DEMOCRAT,123334,218061,56.55940310280151
1984,NEW YORK,29,REPUBLICAN,138362,198662,69.64693801532252
1984,NEW YORK,30,REPUBLICAN,109184,220273,49.56758204591575
1984,NEW YORK,31,REPUBLICAN,152810,224488,68.07045365453833
1984,NEW YORK,32,DEMOCRAT,132826,201776,65.82844342240901
1984,NEW YORK,33,DEMOCRAT,148085,200078,74.01363468247384
1984,NEW YORK,34,DEMOCRAT,110902,204478,54.23664159469478
1984,NORTH CAROLINA,1,DEMOCRAT,122815,182968,67.12375934589654
1984,NORTH CAROLINA,2,DEMOCRAT,122292,180604,67.71278598480653
1984,NORTH CAROLINA,3,DEMOCRAT,100185,156281,64.10568143280373
1984,NORTH CAROLINA,4,REPUBLICAN,117436,231898,50.641230196034456
1984,NORTH CAROLINA,5,DEMOCRAT,109831,216430,50.74666173820634
1984,NORTH CAROLINA,6,REPUBLICAN,102925,203473,50.584106982253175
1984,NORTH CAROLINA,7,DEMOCRAT,92157,155782,59.15766905033958
1984,NORTH CAROLINA,8,DEMOCRAT,99731,196085,50.86110615294388
1984,NORTH CAROLINA,9,REPUBLICAN,109420,218519,50.073448990705614
1984,NORTH CAROLINA,10,REPUBLICAN,142873,194733,73.36866376012283
