year,state,congressional_district,party,candidatevotes,totalvotes,candidateperc
1998,MINNESOTA,3,REPUBLICAN,203731,283309,71.9112347295709
1998,MINNESOTA,4,DEMOCRAT,128726,239746,53.692658063116795
1998,MINNESOTA,5,DEMOCRAT,145535,217612,66.87820524603423
1998,MINNESOTA,6,DEMOCRAT,148728,297701,49.95885133069758
1998,MINNESOTA,7,DEMOCRAT,169907,236942,71.70826615796271
1998,MINNESOTA,8,DEMOCRAT,173734,263263,65.99256257050934
1998,MISSISSIPPI,1,REPUBLICAN,66738,99333,67.18613149708557
1998,MISSISSIPPI,2,DEMOCRAT,80284,112817,71.16303393992041
1998,MISSISSIPPI,3,REPUBLICAN,84785,100250,84.57356608478803
1998,MISSISSIPPI,4,DEMOCRAT,73252,137199,53.39105970160133
1998,MISSISSIPPI,5,DEMOCRAT,78661,101095,77.80899154260844
1998,MISSOURI,1,DEMOCRAT,90840,125051,72.64236191633813
1998,MISSOURI,2,REPUBLICAN,142313,203259,70.01559586537374
1998,MISSOURI,3,DEMOCRAT,98287,176099,55.81349127479429
1998,MISSOURI,4,DEMOCRAT,133173,187616,70.9816859969299
1998,MISSOURI,5,DEMOCRAT,101313,153685,65.92250382275434
1998,MISSOURI,6,DEMOCRAT,136774,192777,70.94933524227476
1998,MISSOURI,7,REPUBLICAN,129746,178801,72.56447111593336
1998,MISSOURI,8,REPUBLICAN,104271,166524,62.616199466743524
1998,MISSOURI,9,REPUBLICAN,117196,188305,62.237327739571434
1998,MONTANA,0,REPUBLICAN,175748,331551,53.00783288242231
1998,NEBRASKA,1,REPUBLICAN,136058,185227,73.45473392108062
1998,NEBRASKA,2,REPUBLICAN,106782,163003,65.50922375661797
1998,NEBRASKA,3,REPUBLICAN,149896,177729,84.33964068891402
1998,NEVADA,1,DEMOCRAT,79315,161082,49.23889695931265
1998,NEVADA,2,REPUBLICAN,201623,248763,81.05023657055108
1998,NEW HAMPSHIRE,1,REPUBLICAN,104430,156213,66.85103032398072
1998,NEW HAMPSHIRE,2,REPUBLICAN,85740,161295,53.15725843950525
1998,NEW JERSEY,1,DEMOCRAT,90279,123342,73.19404582380697
1998,NEW JERSEY,2,REPUBLICAN,93248,141514,65.89312718176294
1998,NEW JERSEY,3,REPUBLICAN,97508,157239,62.012605015295186
1998,NEW JERSEY,4,REPUBLICAN,92991,149577,62.169317475280295
1998,NEW JERSEY,5,REPUBLICAN,106304,166818,63.724538119387596
1998,NEW JERSEY,6,DEMOCRAT,78102,137012,57.00376609348087
1998,NEW JERSEY,7,REPUBLICAN,77751,148042,52.51955526134475
1998,NEW JERSEY,8,DEMOCRAT,81068,130588,62.07921095353325
1998,NEW JERSEY,9,DEMOCRAT,91330,141459,64.56287687598527
1998,NEW JERSEY,10,DEMOCRAT,82244,98494,83.50153308830994
1998,NEW JERSEY,11,REPUBLICAN,100910,148971,67.7380161239436
1998,NEW JERSEY,12,DEMOCRAT,92528,184610,50.1207951898597
1998,NEW JERSEY,13,DEMOCRAT,70308,87823,80.05647723261559
1998,NEW MEXICO,1,REPUBLICAN,86784,179168,48.43722093230934
1998,NEW MEXICO,2,REPUBLICAN,85077,146873,57.92555473095804
1998,NEW MEXICO,3,DEMOCRAT,91248,171649,53.15964555575622
1998,NEW YORK,1,REPUBLICAN,75643,175332,43.14272351881003
1998,NEW YORK,2,REPUBLICAN,71760,146722,48.90882076307575
1998,NEW YORK,3,REPUBLICAN,95709,203992,46.918016392799714
1998,NEW YORK,4,DEMOCRAT,86692,186604,46.45773938393604
1998,NEW YORK,5,DEMOCRAT,92189,173247,53.21246543951699
1998,NEW YORK,6,DEMOCRAT,73235,115030,63.66600017386769
1998,NEW YORK,7,DEMOCRAT,50924,102885,49.496039267142926
1998,NEW YORK,8,DEMOCRAT,108408,158177,68.53588069061874
1998,NEW YORK,9,DEMOCRAT,67274,135099,49.79607547058083
1998,NEW YORK,10,DEMOCRAT,81368,119747,67.94992776436987
1998,NEW YORK,11,DEMOCRAT,73674,106892,68.92377352842121
1998,NEW YORK,12,DEMOCRAT,53269,81722,65.18318200729301
1998,NEW YORK,13,REPUBLICAN,60550,137487,44.04052746805153
1998,NEW YORK,14,DEMOCRAT,104351,164799,63.320165777704965
1998,NEW YORK,15,DEMOCRAT,88271,118109,74.73689557950706
1998,NEW YORK,16,DEMOCRAT,65957,90267,73.06878482723475
1998,NEW YORK,17,DEMOCRAT,79257,114683,69.10963263953681
1998,NEW YORK,18,DEMOCRAT,91623,166046,55.179287667272924
1998,NEW YORK,19,REPUBLICAN,88341,188022,46.98439544308645
1998,NEW YORK,20,REPUBLICAN,98546,190925,51.61503208065995
1998,NEW YORK,21,DEMOCRAT,123638,218753,56.51945344749558
1998,NEW YORK,22,REPUBLICAN,87786,214475,40.93064459727241
1998,NEW YORK,23,REPUBLICAN,111242,183097,60.755774261730124
1998,NEW YORK,24,REPUBLICAN,101689,170023,59.808967022108774
1998,NEW YORK,25,REPUBLICAN,102219,189887,53.831489254135356
1998,NEW YORK,26,DEMOCRAT,99249,188835,52.55858288982444
1998,NEW YORK,27,REPUBLICAN,86106,206152,41.768209864565954
1998,NEW YORK,28,DEMOCRAT,118856,193136,61.54005467649739
1998,NEW YORK,29,DEMOCRAT,87805,184070,47.70196121040908
1998,NEW YORK,30,REPUBLICAN,91350,188034,48.581639490730396
1998,NEW YORK,31,REPUBLICAN,95638,176573,54.16343382057279
1998,NORTH CAROLINA,1,DEMOCRAT,85125,136747,62.24999451541898
1998,NORTH CAROLINA,2,DEMOCRAT,100550,175194,57.39351804285535
1998,NORTH CAROLINA,3,REPUBLICAN,83529,134912,61.91369188804554
1998,NORTH CAROLINA,4,DEMOCRAT,129157,224910,57.4260815437286
1998,NORTH CAROLINA,5,REPUBLICAN,119103,176291,67.5604540220431
1998,NORTH CAROLINA,6,REPUBLICAN,112740,127194,88.63625642718996
1998,NORTH CAROLINA,7,DEMOCRAT,124366,136290,91.25100887812752
1998,NORTH CAROLINA,8,REPUBLICAN,67505,133124,50.70836212854181
1998,NORTH CAROLINA,9,REPUBLICAN,120570,174082,69.26046345974885
1998,NORTH CAROLINA,10,REPUBLICAN,118541,138511,85.58237251915011
1998,NORTH CAROLINA,11,REPUBLICAN,112908,199523,56.588964680763624
1998,NORTH CAROLINA,12,DEMOCRAT,82305,147088,55.95629827042315
1998,NORTH DAKOTA,0,DEMOCRAT,119668,212888,56.21171695915223
1998,OHIO,1,REPUBLICAN,92421,174424,52.98640095399716
1998,OHIO,2,REPUBLICAN,154344,203637,75.79369171614195
1998,OHIO,3,DEMOCRAT,114198,164742,69.31929926794625
1998,OHIO,4,REPUBLICAN,112011,175540,63.80938817363564
1998,OHIO,5,REPUBLICAN,123979,185905,66.68943815389581
1998,OHIO,6,DEMOCRAT,102852,180563,56.96183603506809
1998,OHIO,7,REPUBLICAN,120765,179697,67.20479473780865
1998,OHIO,8,REPUBLICAN,127979,180891,70.74923572759286
1998,OHIO,9,DEMOCRAT,130793,161105,81.18494149778095
1998,OHIO,10,DEMOCRAT,110552,165567,66.7717600729614
1998,OHIO,11,DEMOCRAT,115226,143295,80.41173802295964
1998,OHIO,12,REPUBLICAN,124197,184891,67.17309117263686
1998,OHIO,13,DEMOCRAT,116309,188975,61.54729461568991
1998,OHIO,14,DEMOCRAT,106046,169073,62.72201948270866
1998,OHIO,15,REPUBLICAN,113846,173176,65.7400563588488
1998,OHIO,16,REPUBLICAN,117426,183473,64.00178772898465
1998,OHIO,17,DEMOCRAT,123718,181421,68.1938695079401
1998,OHIO,18,REPUBLICAN,113119,187690,60.26906068517236
1998,OHIO,19,REPUBLICAN,126786,190876,66.42322764517277
1998,OKLAHOMA,1,REPUBLICAN,91031,147340,61.78295099769241
1998,OKLAHOMA,2,REPUBLICAN,85581,148264,57.72203636756057
1998,OKLAHOMA,3,REPUBLICAN,89832,144995,61.95523983585641
1998,OKLAHOMA,4,REPUBLICAN,83272,135379,61.51027855132628
1998,OKLAHOMA,5,REPUBLICAN,103217,151399,68.17548332551733
1998,OKLAHOMA,6,REPUBLICAN,85261,131271,64.95036984558661
1998,OREGON,1,DEMOCRAT,119993,239496,50.10229815946822
1998,OREGON,2,REPUBLICAN,132316,215216,61.480559066240424
1998,OREGON,3,DEMOCRAT,153889,183351,83.93136661376268
1998,OREGON,4,DEMOCRAT,157524,224637,70.12379973023144
1998,OREGON,5,DEMOCRAT,124916,227657,54.8702653553372
1998,PENNSYLVANIA,1,DEMOCRAT,77788,95848,81.15766630498288
1998,PENNSYLVANIA,2,DEMOCRAT,102763,118764,86.52706207268196
1998,PENNSYLVANIA,3,DEMOCRAT,66270,111660,59.3498119290704
1998,PENNSYLVANIA,4,DEMOCRAT,103183,161685,63.81729906917772
1998,PENNSYLVANIA,5,REPUBLICAN,99502,117323,84.81030999889195
1998,PENNSYLVANIA,6,DEMOCRAT,85374,139953,61.001907783327255
1998,PENNSYLVANIA,7,REPUBLICAN,119491,166411,71.80474848417472
1998,PENNSYLVANIA,8,REPUBLICAN,93697,148200,63.223346828609984
1998,PENNSYLVANIA,9,REPUBLICAN,125409,126027,99.50962888904759
1998,PENNSYLVANIA,10,REPUBLICAN,84275,173056,48.69810928254438
1998,PENNSYLVANIA,11,DEMOCRAT,88933,133065,66.8342539360463
1998,PENNSYLVANIA,12,DEMOCRAT,100528,146780,68.48889494481537
1998,PENNSYLVANIA,13,DEMOCRAT,95105,184490,51.55021952409344
1998,PENNSYLVANIA,14,DEMOCRAT,83355,137736,60.517947377591916
1998,PENNSYLVANIA,15,REPUBLICAN,81755,148706,54.97760682151359
1998,PENNSYLVANIA,16,REPUBLICAN,95979,136085,70.5287136716023
1998,PENNSYLVANIA,17,REPUBLICAN,114931,115107,99.84709878634662
1998,PENNSYLVANIA,18,DEMOCRAT,98363,145337,67.67925579859224
1998,PENNSYLVANIA,19,REPUBLICAN,96284,142489,67.57293545466668
1998,PENNSYLVANIA,20,DEMOCRAT,97885,98075,99.80627071119042
1998,PENNSYLVANIA,21,REPUBLICAN,94518,149115,63.38597726586862
1998,RHODE ISLAND,1,DEMOCRAT,92788,138895,66.80442060549335
1998,RHODE ISLAND,2,DEMOCRAT,110917,154053,71.99924701239185
1998,SOUTH CAROLINA,1,REPUBLICAN,118414,130071,91.03797156937365
1998,SOUTH CAROLINA,2,REPUBLICAN,119538,206718,57.8266043595623
1998,SOUTH CAROLINA,3,REPUBLICAN,129047,129449,99.6894529892081
1998,SOUTH CAROLINA,4,REPUBLICAN,105264,182550,57.66310599835661
1998,SOUTH CAROLINA,5,DEMOCRAT,95696,164931,58.02183943588531
1998,SOUTH CAROLINA,6,DEMOCRAT,116507,160576,72.55567457154245
1998,SOUTH DAKOTA,0,REPUBLICAN,194157,258590,75.08294984338141
1998,TENNESSEE,1,REPUBLICAN,68904,99689,69.11895996549268
1998,TENNESSEE,2,REPUBLICAN,90860,102502,88.64217283565199
1998,TENNESSEE,3,REPUBLICAN,75100,113786,66.00108976499746
1998,TENNESSEE,4,REPUBLICAN,62829,105479,59.56541112448923
1998,TENNESSEE,5,DEMOCRAT,74611,90102,82.80726287984729
1998,TENNESSEE,6,DEMOCRAT,75055,137436,54.610873424721326
1998,TENNESSEE,7,REPUBLICAN,91503,91980,99.48140900195695
1998,TENNESSEE,8,DEMOCRAT,76803,76825,99.97136348844778
1998,TENNESSEE,9,DEMOCRAT,75428,95782,78.74966068781191
1998,TEXAS,1,DEMOCRAT,80788,135979,59.41211510600901
1998,TEXAS,2,DEMOCRAT,81556,139589,58.42580719111105
1998,TEXAS,3,REPUBLICAN,106690,116978,91.2051838807297
1998,TEXAS,4,DEMOCRAT,82989,144080,57.59925041643531
1998,TEXAS,5,REPUBLICAN,61714,110667,55.765494682244935
1998,TEXAS,6,REPUBLICAN,112957,154886,72.92912206396963
1998,TEXAS,7,REPUBLICAN,111010,118946,93.32806483614414
1998,TEXAS,8,REPUBLICAN,123372,132948,92.79718386135933
1998,TEXAS,9,DEMOCRAT,86055,135162,63.66804279309274
1998,TEXAS,10,DEMOCRAT,116127,136282,85.21081287330682
1998,TEXAS,11,DEMOCRAT,71142,86303,82.43282388792974
1998,TEXAS,12,REPUBLICAN,66740,107741,61.94484922174473
1998,TEXAS,13,REPUBLICAN,81141,119466,67.9197428557079
1998,TEXAS,14,REPUBLICAN,84459,152863,55.25143429083559
1998,TEXAS,15,DEMOCRAT,47957,82178,58.35746793545717
1998,TEXAS,16,DEMOCRAT,67486,76767,87.91016973439108
1998,TEXAS,17,DEMOCRAT,75367,140685,53.57145395742261
1998,TEXAS,18,DEMOCRAT,82091,91267,89.945982666243
1998,TEXAS,19,REPUBLICAN,108266,129428,83.64959668696109
1998,TEXAS,20,DEMOCRAT,50356,79713,63.171628216225706
1998,TEXAS,21,REPUBLICAN,165047,180608,91.38410258681786
1998,TEXAS,22,REPUBLICAN,87840,134720,65.20190023752969
1998,TEXAS,23,REPUBLICAN,73177,114720,63.78748256624826
1998,TEXAS,24,DEMOCRAT,56321,97992,57.47510000816393
1998,TEXAS,25,DEMOCRAT,58591,101269,57.8567972429865
1998,TEXAS,26,REPUBLICAN,120332,136514,88.1462707121614
1998,TEXAS,27,DEMOCRAT,61638,97398,63.28466703628411
1998,TEXAS,28,DEMOCRAT,71849,79353,90.54352072385416
1998,TEXAS,29,DEMOCRAT,44179,47631,92.75261909260776
1998,TEXAS,30,DEMOCRAT,57603,79752,72.2276557327716
1998,UTAH,1,REPUBLICAN,109708,162085,67.68547367122189
1998,UTAH,2,REPUBLICAN,93718,177641,52.75696488986213
1998,UTAH,3,REPUBLICAN,100830,131123,76.89726440060096
1998,VERMONT,0,INDEPENDENT,136403,215133,63.404033783752375
1998,VIRGINIA,1,REPUBLICAN,76474,100057,76.43043465224821
1998,VIRGINIA,2,DEMOCRAT,67975,72091,94.29054944445215
1998,VIRGINIA,3,DEMOCRAT,48129,63354,75.96836821668718
1998,VIRGINIA,4,DEMOCRAT,64563,66579,96.97201820393818
1998,VIRGINIA,5,DEMOCRAT,73097,73882,98.93749492433881
1998,VIRGINIA,6,REPUBLICAN,89177,128730,69.27445040006215
1998,VIRGINIA,7,REPUBLICAN,77044,97889,78.7054725250028
1998,VIRGINIA,8,DEMOCRAT,97545,146287,66.6805662840854
1998,VIRGINIA,9,DEMOCRAT,87163,143126,60.89948716515517
1998,VIRGINIA,10,REPUBLICAN,103648,144755,71.60236261269041
1998,VIRGINIA,11,REPUBLICAN,91603,112111,81.70741497266101
1998,WASHINGTON,1,DEMOCRAT,112726,226473,49.77458681608845
1998,WASHINGTON,2,REPUBLICAN,124125,224901,55.19095068496805
1998,WASHINGTON,3,DEMOCRAT,120364,220219,54.65650102852161
1998,WASHINGTON,4,REPUBLICAN,121684,176090,69.10329944914533
1998,WASHINGTON,5,REPUBLICAN,110040,193258,56.939428121992364
1998,WASHINGTON,6,DEMOCRAT,143308,209599,68.3724636090821
1998,WASHINGTON,7,DEMOCRAT,183076,207542,88.2115427238824
1998,WASHINGTON,8,REPUBLICAN,135539,226910,59.732493058922046
1998,WASHINGTON,9,DEMOCRAT,111948,173056,64.68888683431953
1998,WEST VIRGINIA,1,DEMOCRAT,105101,124114,84.6810190631194
1998,WEST VIRGINIA,2,DEMOCRAT,99357,136153,72.97452131058442
1998,WEST VIRGINIA,3,DEMOCRAT,78814,91010,86.59927480496648
1998,WISCONSIN,1,REPUBLICAN,108475,189946,57.10833605340465
1998,WISCONSIN,2,DEMOCRAT,116377,221693,52.49466604719139
1998,WISCONSIN,3,DEMOCRAT,128256,179448,71.4725157148589
1998,WISCONSIN,4,DEMOCRAT,105841,182701,57.93126474403534
1998,WISCONSIN,5,DEMOCRAT,121129,154861,78.21788571686868
1998,WISCONSIN,6,REPUBLICAN,144144,155669,92.59647071671303
1998,WISCONSIN,7,DEMOCRAT,115613,190865,60.573179996332485
1998,WISCONSIN,8,REPUBLICAN,112418,205974,54.578733238175694
1998,WISCONSIN,9,REPUBLICAN,175533,192318,91.27226780644557
1998,WYOMING,0,REPUBLICAN,100687,174219,57.7933520454141
2000,ALABAMA,1,REPUBLICAN,151188,165669,91.25907683392789
2000,ALABAMA,2,REPUBLICAN,151830,222636,68.19651808332884
2000,ALABAMA,3,REPUBLICAN,147317,169519,86.90294303293436
2000,ALABAMA,4,REPUBLICAN,140009,231106,60.58215710539753
2000,ALABAMA,5,DEMOCRAT,186059,209514,88.80504405433527
2000,ALABAMA,6,REPUBLICAN,212751,241917,87.94379890623644
2000,ALABAMA,7,DEMOCRAT,148243,198633,74.63160703407792
2000,ALASKA,0,REPUBLICAN,190862,274393,69.55789688512462
2000,ARIZONA,1,REPUBLICAN,123289,229971,53.61067265002979
2000,ARIZONA,2,DEMOCRAT,84034,122605,68.5404347294156
2000,ARIZONA,3,REPUBLICAN,198367,301970,65.69096267841175
2000,ARIZONA,4,REPUBLICAN,140396,219497,63.96260541146348
2000,ARIZONA,5,REPUBLICAN,172986,287609,60.146240208060256
2000,ARIZONA,6,REPUBLICAN,186687,304004,61.40938935014013
2000,ARKANSAS,1,DEMOCRAT,120266,199956,60.14623217107764
2000,ARKANSAS,2,DEMOCRAT,126957,220649,57.53799020163246
2000,ARKANSAS,3,REPUBLICAN,154780,191697,80.74200430888328
2000,ARKANSAS,4,DEMOCRAT,108143,212160,50.972379336349924
2000,CALIFORNIA,1,DEMOCRAT,155638,239335,65.02935216328576
2000,CALIFORNIA,2,REPUBLICAN,168172,255856,65.72916015258583
2000,CALIFORNIA,3,REPUBLICAN,129254,230182,56.152957225152264
2000,CALIFORNIA,4,REPUBLICAN,197503,311423,63.41952906496952
2000,CALIFORNIA,5,DEMOCRAT,147025,214059,68.68433469277161
2000,CALIFORNIA,6,DEMOCRAT,182116,283118,64.32512238713187
2000,CALIFORNIA,7,DEMOCRAT,159692,208789,76.48487228733315
2000,CALIFORNIA,8,DEMOCRAT,181847,215428,84.41196130493715
2000,CALIFORNIA,9,DEMOCRAT,182352,214650,84.95317959468903
2000,CALIFORNIA,10,DEMOCRAT,160429,304819,52.630905553787656
2000,CALIFORNIA,11,REPUBLICAN,120635,208607,57.82883604097657
2000,CALIFORNIA,12,DEMOCRAT,158404,212556,74.5234197105704
2000,CALIFORNIA,13,DEMOCRAT,129012,183146,70.44216089895492
2000,CALIFORNIA,14,DEMOCRAT,161720,230262,70.2330388861384
2000,CALIFORNIA,15,DEMOCRAT,128545,236822,54.279163253413955
2000,CALIFORNIA,16,DEMOCRAT,115118,159746,72.0631502510235
2000,CALIFORNIA,17,DEMOCRAT,143219,208760,68.60461774286262
2000,CALIFORNIA,18,DEMOCRAT,121003,180328,67.10161483518921
2000,CALIFORNIA,19,REPUBLICAN,144517,222615,64.91790759831997
2000,CALIFORNIA,20,DEMOCRAT,66235,126534,52.34561461741508
2000,CALIFORNIA,21,REPUBLICAN,142539,199100,71.59166248116524
2000,CALIFORNIA,22,DEMOCRAT,135538,255070,53.1375700788019
2000,CALIFORNIA,23,REPUBLICAN,119479,221034,54.0545798383959
2000,CALIFORNIA,24,DEMOCRAT,155398,235444,66.0021066580588
2000,CALIFORNIA,25,REPUBLICAN,138628,222778,62.226970347161746
2000,CALIFORNIA,26,DEMOCRAT,96500,114781,84.0731479948772
2000,CALIFORNIA,27,DEMOCRAT,113708,215774,52.697730032348666
2000,CALIFORNIA,28,REPUBLICAN,116557,205199,56.801933732620526
2000,CALIFORNIA,29,DEMOCRAT,180295,238201,75.69027837834435
2000,CALIFORNIA,30,DEMOCRAT,83223,99920,83.28963170536429
2000,CALIFORNIA,31,DEMOCRAT,89600,112914,79.35242751120322
2000,CALIFORNIA,32,DEMOCRAT,137447,164527,83.54069544816353
2000,CALIFORNIA,33,DEMOCRAT,60510,71571,84.5454164396194
2000,CALIFORNIA,34,DEMOCRAT,105980,148687,71.2772468339532
2000,CALIFORNIA,35,DEMOCRAT,100569,116215,86.53702189906639
2000,CALIFORNIA,36,DEMOCRAT,115651,238736,48.44305006366865
2000,CALIFORNIA,37,DEMOCRAT,93269,113275,82.33855661001986
2000,CALIFORNIA,38,REPUBLICAN,87266,180122,48.4482739476577
2000,CALIFORNIA,39,REPUBLICAN,129294,205564,62.89719989881497
2000,CALIFORNIA,40,REPUBLICAN,151069,189022,79.92138481234988
2000,CALIFORNIA,41,REPUBLICAN,104695,177616,58.944577065129266
2000,CALIFORNIA,42,DEMOCRAT,90585,151577,59.761705271908006
2000,CALIFORNIA,43,REPUBLICAN,140201,190332,73.66128659395163
2000,CALIFORNIA,44,REPUBLICAN,123738,209187,59.15185934116365
2000,CALIFORNIA,45,REPUBLICAN,136275,219385,62.11682658340361
2000,CALIFORNIA,46,DEMOCRAT,70381,116908,60.20203921031923
2000,CALIFORNIA,47,REPUBLICAN,181365,276401,65.61662222640294
2000,CALIFORNIA,48,REPUBLICAN,160627,261478,61.430407147063995
2000,CALIFORNIA,49,DEMOCRAT,113400,228489,49.63039796226514
2000,CALIFORNIA,50,DEMOCRAT,95191,139472,68.25097510611448
2000,CALIFORNIA,51,REPUBLICAN,172291,267799,64.33593852105497
2000,CALIFORNIA,52,REPUBLICAN,131345,202994,64.70388287338542
2000,COLORADO,1,DEMOCRAT,141831,206434,68.70525204181482
2000,COLORADO,2,DEMOCRAT,155725,283116,55.00395597564249
2000,COLORADO,3,REPUBLICAN,199204,302540,65.84385535796919
2000,COLORADO,4,REPUBLICAN,209078,263006,79.49552481692433
2000,COLORADO,5,REPUBLICAN,253330,306309,82.70406680835366
2000,COLORADO,6,REPUBLICAN,141410,262477,53.875196683899915
2000,CONNECTICUT,1,DEMOCRAT,151932,211263,71.91604776984138
2000,CONNECTICUT,2,DEMOCRAT,111520,225900,49.36697653829128
2000,CONNECTICUT,3,DEMOCRAT,156910,218205,71.90944295501936
2000,CONNECTICUT,4,REPUBLICAN,119155,206758,57.63017634142331
2000,CONNECTICUT,5,DEMOCRAT,118932,221821,53.616204056423875
2000,CONNECTICUT,6,REPUBLICAN,143698,229543,62.60177831604536
2000,DELAWARE,0,REPUBLICAN,211797,313126,67.63954446452865
2000,DISTRICT OF COLUMBIA,0,DEMOCRAT,158824,175631,90.4305048653142
2000,FLORIDA,1,REPUBLICAN,226473,227539,99.53150888419128
2000,FLORIDA,2,DEMOCRAT,185579,257403,72.09667330994588
2000,FLORIDA,3,DEMOCRAT,102143,177372,57.586879552578765
2000,FLORIDA,4,REPUBLICAN,203090,303286,66.9631964548314
2000,FLORIDA,5,DEMOCRAT,180338,280598,64.26916799121875
2000,FLORIDA,6,REPUBLICAN,178789,178820,99.9826641315289
2000,FLORIDA,7,REPUBLICAN,171018,270560,63.20890005913661
2000,FLORIDA,8,REPUBLICAN,125253,246593,50.79341262728464
2000,FLORIDA,9,REPUBLICAN,210318,256794,81.90144629547419
2000,FLORIDA,10,REPUBLICAN,146799,194003,75.66841749869847
2000,FLORIDA,11,DEMOCRAT,149465,176683,84.59500914066436
2000,FLORIDA,12,REPUBLICAN,125224,219625,57.017188389299946
2000,FLORIDA,13,REPUBLICAN,175918,275587,63.83392540286733
2000,FLORIDA,14,REPUBLICAN,242614,284615,85.24287194982696
2000,FLORIDA,15,REPUBLICAN,176189,299445,58.83851792482759
2000,FLORIDA,16,REPUBLICAN,176153,292500,60.22324786324786
2000,FLORIDA,17,DEMOCRAT,100715,100718,99.99702138644531
2000,FLORIDA,18,REPUBLICAN,112968,112991,99.97964439645635
2000,FLORIDA,19,DEMOCRAT,171080,238869,71.6208465728077
2000,FLORIDA,20,DEMOCRAT,156765,156952,99.88085529333809
2000,FLORIDA,21,REPUBLICAN,132317,132342,99.98110954950053
2000,FLORIDA,22,REPUBLICAN,105855,211112,50.14163098260639
2000,FLORIDA,23,DEMOCRAT,89179,116813,76.34338643815329
2000,GEORGIA,1,REPUBLICAN,131684,190460,69.13997689803634
2000,GEORGIA,2,DEMOCRAT,96430,180300,53.483083749306715
2000,GEORGIA,3,REPUBLICAN,150200,236706,63.454242815982695
2000,GEORGIA,4,DEMOCRAT,139579,229856,60.72454058192955
2000,GEORGIA,5,DEMOCRAT,137333,177942,77.17851884321858
2000,GEORGIA,6,REPUBLICAN,256595,343261,74.75215652229645
2000,GEORGIA,7,REPUBLICAN,126312,228584,55.25846078465685
2000,GEORGIA,8,REPUBLICAN,113380,192431,58.91982061102421
2000,GEORGIA,9,REPUBLICAN,183171,243531,75.21465439718146
2000,GEORGIA,10,REPUBLICAN,122590,193899,63.22363704815393
2000,GEORGIA,11,REPUBLICAN,199652,199652,100.0
2000,HAWAII,1,DEMOCRAT,108517,157194,69.03380536152778
2000,HAWAII,2,DEMOCRAT,112856,183230,61.592533973694266
2000,IDAHO,1,REPUBLICAN,173743,268116,64.80142923212341
2000,IDAHO,2,REPUBLICAN,158912,224719,70.71587182214232
2000,ILLINOIS,1,DEMOCRAT,172271,196186,87.81003741347497
2000,ILLINOIS,2,DEMOCRAT,175995,195901,89.83874508042328
2000,ILLINOIS,3,DEMOCRAT,145498,192503,75.582198718981
2000,ILLINOIS,4,DEMOCRAT,89487,100963,88.63345978229648
2000,ILLINOIS,5,DEMOCRAT,142161,162889,87.27476993535474
2000,ILLINOIS,6,REPUBLICAN,133327,226207,58.940262679757915
2000,ILLINOIS,7,DEMOCRAT,164155,191027,85.93287859831332
2000,ILLINOIS,8,REPUBLICAN,141918,232695,60.98884806291498
2000,ILLINOIS,9,DEMOCRAT,147002,192346,76.42581597745729
2000,ILLINOIS,10,REPUBLICAN,121582,237506,51.19112780308708
2000,ILLINOIS,11,REPUBLICAN,132384,234869,56.36503753156015
2000,ILLINOIS,12,DEMOCRAT,183208,183257,99.97326159437293
2000,ILLINOIS,13,REPUBLICAN,193250,292018,66.17742741885773
2000,ILLINOIS,14,REPUBLICAN,188597,254909,73.98601069401238
2000,ILLINOIS,15,REPUBLICAN,125943,236622,53.22539746938154
2000,ILLINOIS,16,REPUBLICAN,178174,267005,66.73058556955863
2000,ILLINOIS,17,DEMOCRAT,132494,241347,54.897719880504006
2000,ILLINOIS,18,REPUBLICAN,173706,259023,67.06199835535841
2000,ILLINOIS,19,DEMOCRAT,155101,240238,64.56139328499239
2000,ILLINOIS,20,REPUBLICAN,161393,255775,63.09959925715961
2000,INDIANA,1,DEMOCRAT,148683,207790,71.55445401607392
2000,INDIANA,2,REPUBLICAN,106023,208407,50.873051289064186
2000,INDIANA,3,DEMOCRAT,107438,208315,51.57477858051509
2000,INDIANA,4,REPUBLICAN,131051,210430,62.27771705555292
2000,INDIANA,5,REPUBLICAN,132051,216985,60.85720211074498
2000,INDIANA,6,REPUBLICAN,199207,283175,70.34766487154587
2000,INDIANA,7,REPUBLICAN,135869,209665,64.80289986406888
2000,INDIANA,8,REPUBLICAN,116879,221992,52.6500954989369
2000,INDIANA,9,DEMOCRAT,126420,233283,54.19168992168311
2000,INDIANA,10,DEMOCRAT,91689,156702,58.511697361871576
2000,IOWA,1,REPUBLICAN,164972,266990,61.789580134087416
2000,IOWA,2,REPUBLICAN,139906,252567,55.39361832701818
2000,IOWA,3,DEMOCRAT,156327,248926,62.80059134039835
2000,IOWA,4,REPUBLICAN,169267,275645,61.40760761123909
2000,IOWA,5,REPUBLICAN,159367,231806,68.75016177320691
2000,KANSAS,1,REPUBLICAN,214328,239909,89.33720702433006
2000,KANSAS,2,REPUBLICAN,164951,244759,67.3932317095592
2000,KANSAS,3,DEMOCRAT,154505,308710,50.048589290920276
2000,KANSAS,4,REPUBLICAN,131871,242583,54.3611877171937
2000,KENTUCKY,1,REPUBLICAN,132115,227921,57.965259892682106
2000,KENTUCKY,2,REPUBLICAN,160800,237462,67.7160977335321
2000,KENTUCKY,3,REPUBLICAN,142106,268785,52.86976579794259
2000,KENTUCKY,4,DEMOCRAT,125872,231963,54.26382655854598
