,death
75369,1
185964,0
75970,0
76776,0
53948,0
223278,0
69115,1
63081,0
52024,0
9197,0
65146,0
33612,0
165285,0
108590,0
131005,0
143162,0
112573,0
231947,0
681,0
13543,0
10902,0
105784,1
22867,0
64441,0
29942,0
170630,0
146574,0
60849,1
72421,0
56455,0
33159,0
217526,0
2611,0
133179,1
65618,0
36020,1
160307,0
182599,0
140368,1
140061,0
115121,1
182097,1
196599,0
215617,0
164315,1
212848,0
198853,0
37877,0
219201,0
27514,0
104433,1
66412,1
59288,0
102539,0
202486,1
230123,1
158392,1
63107,0
210721,0
166881,0
136043,0
140775,1
204592,1
24724,0
30392,0
208457,0
140979,1
222116,0
92788,0
58826,0
115856,0
21737,0
178645,1
13989,1
228823,1
68375,0
225371,1
70653,1
33070,1
160897,0
188805,1
8780,0
90597,0
160955,1
227078,0
102796,0
215309,0
15090,1
175123,1
117318,1
74902,0
95439,1
200026,0
230994,0
203741,1
69145,1
174207,0
18567,0
230202,1
181271,0
137970,1
214065,0
75871,1
126303,0
172806,0
167772,0
209389,1
143176,1
82371,0
109903,1
233425,0
28955,0
57296,1
231133,0
122270,0
60006,0
222813,1
220157,1
70231,0
108980,0
208098,1
59851,0
147289,1
92071,1
80616,0
42149,0
200216,0
210441,1
187964,0
224570,0
214743,0
52601,1
89194,0
178599,0
133455,0
207924,0
218032,0
112627,0
220516,0
142771,1
87866,0
140722,1
43608,0
13841,0
36065,0
107615,1
26275,1
121042,1
55853,0
104185,0
170124,0
103414,0
116966,1
82887,0
92633,0
101333,0
210774,0
135933,0
158931,0
25707,0
32995,1
171247,0
76483,0
167461,1
214547,0
206161,1
81341,0
74481,1
130301,1
44028,0
51753,1
36530,0
176079,0
134006,1
229280,1
32138,1
42412,0
210985,1
119304,0
45863,1
238904,0
225251,0
68594,0
125996,0
11871,0
159072,0
180618,0
4590,0
229393,0
185691,0
16941,0
194528,0
220645,0
108390,0
174694,0
49310,0
180954,0
107714,0
34550,1
167974,1
226317,0
110015,0
167257,1
147888,0
78292,0
70612,0
78276,0
221428,0
51874,0
121999,1
37464,0
59363,0
71416,0
59472,1
124636,0
1311,0
109313,0
43216,0
126545,1
96490,0
171684,0
146323,1
26095,1
12143,0
212466,0
209864,0
99221,1
189949,0
83312,0
183957,1
127235,1
209249,0
695,0
184878,1
125939,1
91805,1
123315,0
215864,0
67542,0
59658,0
149974,1
70229,0
7083,0
88103,0
109848,1
190117,1
90127,0
236705,0
205494,1
74287,0
201653,1
50014,0
120136,1
108051,0
80159,1
63428,0
100015,0
213738,0
159857,0
144072,0
209504,0
31703,0
9638,0
169286,0
47135,0
238109,1
214649,1
121756,1
218817,0
66862,1
98409,1
68249,0
64143,1
97886,0
119765,0
209681,1
76780,1
185024,1
154244,0
59644,1
162977,0
207862,0
2858,1
74963,1
129338,1
37092,0
121625,0
141536,0
155406,0
49643,0
181342,0
128230,0
200942,0
109149,0
211610,0
8987,0
226589,0
142036,0
83776,0
19587,1
169488,0
92295,0
97711,0
191166,0
43549,0
101077,0
164166,1
18555,1
227196,0
37229,0
65685,1
35536,0
201530,0
23227,1
27997,0
220565,0
114353,0
164607,0
194213,1
20420,1
136794,1
79767,0
191895,1
159806,0
60196,0
222188,0
33601,0
91505,0
99870,1
75666,0
202894,0
71916,0
199201,1
167340,0
117017,0
38110,0
219590,1
27446,0
111346,0
54180,0
148714,1
41699,1
162298,0
223836,0
66638,1
228429,0
83685,1
59244,0
135228,1
144209,0
169633,0
37564,0
222173,0
28576,0
85570,1
24783,1
57813,0
133652,0
170009,0
191455,0
151281,0
66273,0
11455,0
167762,0
191488,1
33161,0
26758,0
143153,1
178539,1
165385,0
22544,0
155811,1
35973,0
238621,1
123782,1
239087,0
42927,0
11923,1
177223,1
29068,1
150492,0
208175,1
132645,1
109479,0
98576,0
50921,0
140783,0
156010,1
96023,0
153520,0
183612,1
167011,0
12824,0
125573,0
145389,0
232307,1
974,0
106516,1
215521,0
226038,1
90198,0
234941,1
83061,1
199186,0
20114,1
117085,0
203510,0
27691,1
156141,0
59598,1
125992,1
176074,1
193486,0
175432,1
79328,1
147015,1
70744,1
88303,0
60672,0
93671,0
194373,0
6102,1
129581,1
34535,1
14846,0
201992,0
110910,0
82566,0
119246,0
213043,0
126875,0
20264,1
8819,1
212519,0
203491,0
108943,1
117972,0
110895,0
184688,1
143322,0
138872,0
74006,0
201613,0
133594,0
132920,1
178317,0
87112,1
61562,0
187305,0
214193,0
120762,1
64227,0
204668,1
159597,1
52624,0
122569,0
101981,1
40918,0
90742,0
31060,0
223886,1
4293,0
215862,1
223718,0
195766,0
7845,0
117697,0
86615,0
197297,1
91499,0
115935,1
230058,1
51011,0
175924,0
170899,0
134638,1
209818,1
38624,0
235398,0
207362,0
94426,0
60980,1
195702,0
184295,1
211593,0
88876,0
25426,1
217714,0
151909,1
159442,0
174189,0
93424,0
214982,0
140315,1
79850,0
233361,0
19547,1
67853,0
181223,1
75674,1
18868,0
224613,0
1088,1
207860,1
156424,0
187109,1
208748,0
226741,0
8112,0
171285,0
54666,1
72185,1
72607,0
116534,0
169143,0
18759,0
86727,1
233884,1
39411,0
161374,0
101954,0
374,1
145360,1
19483,1
51766,1
152305,0
50817,0
147179,0
217652,0
188787,0
137562,0
23743,0
39881,1
111450,1
148139,0
135860,0
46057,0
839,0
115846,0
136,1
102884,0
165313,0
52246,1
41860,0
199678,0
165113,0
92132,0
34731,1
96454,0
105686,0
209858,0
229741,0
54600,0
192320,0
63586,1
107190,0
94530,1
192128,0
35727,0
135695,1
72633,1
183176,1
232343,1
136954,0
41038,1
195129,0
76039,0
92972,0
39579,0
117938,0
190995,0
145385,0
238627,0
84722,0
139494,0
43509,1
89336,0
116695,0
226102,0
122335,0
193896,0
118578,0
135213,0
3152,0
216618,0
209185,0
152702,1
74773,0
78907,0
6456,0
74361,1
141540,0
85236,0
68888,0
42847,0
123278,1
14697,0
4274,0
120005,0
223579,0
192427,1
164986,0
175639,0
18531,0
88957,0
80238,0
30073,0
196316,0
45983,0
141830,0
55980,0
29709,0
57721,0
77191,1
225,0
98332,1
165039,0
137370,1
198746,1
64449,0
7379,0
130237,0
221448,0
47707,1
45462,0
168664,0
201515,0
85089,1
25128,1
150977,0
47164,0
56615,0
50076,0
72795,1
34653,1
110782,0
39206,1
212327,1
197663,1
96648,0
67614,0
91152,0
33045,0
157111,1
226053,0
162332,0
2765,0
176184,0
101681,0
207129,0
82265,0
81748,0
118735,0
15349,1
224409,1
166824,0
9008,0
1654,0
63316,1
150098,1
90163,1
44466,0
121643,0
9054,1
32318,0
47509,1
232252,0
127737,0
37431,0
102256,0
73038,1
34805,1
36854,1
149909,1
161502,0
36396,0
49961,1
48481,0
225224,0
47239,0
224457,1
107635,0
224297,0
91501,1
60072,0
54646,0
209071,1
74791,0
33024,0
59328,1
109135,0
130,0
134585,1
66234,0
22411,0
26980,0
213124,0
164324,0
133403,1
216651,0
35388,0
74360,0
202751,1
54581,0
159321,1
68908,0
63810,1
232445,0
238686,0
139672,0
207154,1
63502,1
16609,0
75938,1
77278,0
54340,0
118073,0
94905,1
100702,0
5324,0
151099,0
82255,0
119572,1
187279,1
1922,0
223683,1
26497,1
5564,1
144918,1
210553,0
76605,0
90922,1
34774,1
159573,1
148527,0
190634,1
16502,1
215230,1
202781,0
115563,0
124531,0
101623,0
209454,0
57904,0
169199,0
196023,0
105650,0
97009,0
165766,1
93401,0
160098,0
81820,1
40427,0
34234,1
168731,1
197527,0
107543,0
225558,0
6617,1
141391,0
11209,1
82703,0
139631,1
182078,1
156986,0
233554,0
145799,1
19165,1
233616,1
78082,1
158210,1
68680,1
207741,0
34491,1
95835,0
90176,0
53372,0
34131,1
126181,0
22332,0
191798,1
155038,0
85834,0
34485,0
95160,1
235723,0
59370,0
81356,1
43055,0
197161,0
35445,1
26188,0
135800,0
136748,0
79175,0
173008,0
152635,0
129531,1
19569,1
177998,0
209546,0
224736,0
146387,0
79301,1
1359,1
74900,0
238035,1
207172,0
7904,0
136600,0
155375,0
213838,1
186811,0
86465,1
80993,0
74115,1
223390,0
100601,0
10345,0
129141,0
131306,0
71801,0
26010,1
47652,1
108873,0
44460,0
213990,0
99917,1
98935,1
21997,0
131059,1
133775,1
192595,0
226582,0
84038,0
166407,0
161856,1
208944,0
225666,0
57890,0
80333,1
58206,0
224016,0
201059,0
201815,0
21185,1
75482,1
166926,1
239180,0
50840,0
215527,0
185258,0
21744,0
129752,0
35887,0
81360,1
214721,0
155233,0
35470,0
56055,0
123076,0
75956,0
178690,0
160960,0
5192,0
134177,0
14243,0
85820,0
217063,1
128310,0
142396,0
34483,1
57235,0
94038,1
9078,0
43945,1
204689,0
151376,0
20729,0
145074,0
44775,0
42105,1
190104,0
189870,0
74871,0
133446,1
29416,0
105468,0
5840,1
237455,1
142599,0
169233,1
102672,0
174174,1
194841,0
31607,0
78066,0
100662,1
228635,0
188052,1
36332,0
41413,1
142292,0
161563,0
97520,0
212802,0
200611,0
155590,0
118494,0
62151,1
47490,0
93139,0
224624,0
129457,1
160650,0
221592,0
103333,0
34023,0
194440,0
75974,1
5995,0
217699,1
73934,1
146438,0
20412,1
204449,0
91175,0
21968,1
171602,1
106854,0
108725,1
5472,0
102201,1
150520,1
179808,1
61970,0
18431,1
212723,1
210301,0
106718,0
119871,0
201622,0
60806,1
44725,0
118278,0
106482,1
56359,0
225407,0
167163,0
27424,0
13127,0
169020,0
18024,0
208174,1
88348,0
14095,0
208494,1
205249,1
2230,1
81115,0
133908,0
20671,1
199846,0
29253,1
238563,0
33115,0
128033,1
132641,0
228017,1
172835,1
44984,1
180095,1
15789,0
177924,1
154221,0
132364,1
200953,0
85568,1
181623,0
34142,0
224407,1
65300,0
67932,0
33438,0
54412,0
114775,0
229007,0
125415,1
157523,1
71480,0
85841,0
111292,0
45076,0
86059,0
223346,0
177526,0
7811,1
190500,1
179981,1
96843,1
105454,0
7939,0
182233,0
159674,0
82296,0
154136,1
239035,0
121542,0
131265,0
112434,0
119257,0
123442,0
213599,1
103756,1
28714,0
150755,1
55413,0
40070,0
165465,0
43487,1
167641,0
197588,1
74026,0
37287,1
65371,0
212478,0
231129,0
117415,0
75019,0
228719,1
26578,0
119677,0
119650,0
24712,1
68988,1
150561,1
82682,0
231351,0
219452,1
120787,0
213783,0
190115,0
139726,1
160212,0
105007,0
141584,1
111084,0
135397,0
222359,0
146093,0
81155,0
2731,0
126106,1
101888,0
157851,0
47248,0
156090,1
86646,0
11265,0
1185,0
46267,0
131689,0
149791,0
169664,1
180134,1
201274,0
153482,1
25893,1
202560,0
179058,1
235013,0
157703,0
228922,0
217930,1
78605,0
45446,0
91637,0
4099,0
55777,0
105649,0
224205,0
154695,0
74372,1
131404,0
14024,1
235978,1
87630,1
17645,0
126577,0
148271,0
113218,0
181237,1
164799,0
127565,0
222496,0
200710,1
31911,0
38576,0
144576,1
85906,0
4049,0
158572,0
152616,1
111689,0
44872,0
206424,0
180991,1
161138,0
214768,1
182785,0
31292,1
132866,1
202369,0
90027,0
171461,1
106434,0
102260,1
16091,0
110011,0
70154,1
106406,1
213036,0
107972,1
101456,0
5097,0
175615,1
143337,0
9643,0
88054,1
118210,0
49728,1
64698,1
96514,0
57016,0
85028,0
18397,0
125741,0
33474,1
41411,1
159820,0
185501,1
187962,0
120015,0
41172,0
214457,0
148333,0
96130,1
102983,0
120519,1
54638,0
38717,1
219888,1
134473,0
212071,1
35017,0
119670,0
114145,1
86645,0
210634,0
115218,1
48322,0
56564,0
145159,1
64801,1
93148,0
89116,0
179512,0
110549,0
34613,1
211316,1
229683,0
9080,0
142763,1
131078,0
74319,0
45012,0
155963,0
77006,0
69237,1
91063,0
199443,0
211643,0
30993,0
28174,0
169904,0
137717,0
192707,1
238474,0
22166,0
225086,0
137809,0
213094,0
138170,1
235481,0
107254,1
231132,0
128701,0
29880,0
126880,0
37463,1
99251,0
87687,0
86607,0
24041,0
222543,0
57256,1
161812,0
198320,1
177893,0
201760,1
82721,0
126272,0
77704,1
20956,1
216819,0
148553,1
236698,0
143755,1
163685,0
155413,0
57683,0
172352,0
239163,0
131647,0
62021,0
74966,0
8894,0
165215,0
126330,0
144848,1
106693,0
204586,0
153497,0
10233,1
17756,1
110335,0
70079,1
212129,1
213531,1
77175,1
229179,0
82914,0
159019,1
4126,1
198680,0
9269,1
148074,1
46763,0
162279,1
64236,0
169847,0
122969,0
213906,0
184503,0
30007,0
212927,1
146358,0
221912,0
39066,0
140136,0
205540,0
2112,1
214449,0
67896,0
154966,1
43781,0
223817,1
41516,0
194624,1
208853,0
149969,0
30941,1
179251,1
41593,0
229131,0
216717,0
150627,1
136425,0
215678,0
80261,1
34326,1
144770,1
196711,0
175774,0
107821,1
40629,1
177233,1
20027,0
4496,0
218759,1
53569,0
199554,0
172766,1
173180,0
109116,0
53373,0
106795,0
138145,1
77097,1
78418,1
18668,0
220339,0
170733,0
49771,0
128869,1
60301,0
157609,0
71016,0
131133,0
144257,0
100252,0
205449,1
195509,0
120576,0
4065,1
145091,0
208778,0
184815,0
143146,1
77649,0
27965,0
91786,1
100972,0
170640,0
227955,0
34802,0
116374,0
96177,1
138555,1
40449,1
235540,1
52496,0
145479,0
195050,0
228386,0
178178,0
199590,1
161055,1
14868,0
178216,0
2759,0
79823,1
36547,0
20210,0
116259,0
67898,0
222749,0
127788,0
1864,0
126659,0
207116,0
106638,1
98781,0
47407,0
73682,0
107218,1
108955,1
193333,0
91139,0
98922,1
54389,0
61206,1
236757,0
125930,0
159039,0
157508,1
71922,0
218297,0
108668,0
227428,1
4978,0
231546,1
115756,0
95079,0
165620,0
39570,0
158084,0
26495,0
220805,1
212373,0
13334,0
121605,0
67206,0
203203,0
46038,1
42820,0
74296,0
204514,0
158269,0
99481,0
164645,0
171514,0
2610,0
56565,1
127515,0
12400,1
101133,0
118829,0
192740,0
113976,0
92315,1
211642,0
213756,0
198123,0
125235,0
17841,0
121570,0
228581,0
151932,1
122328,0
12172,0
128423,1
116584,0
10307,0
10321,1
126003,0
69509,0
97395,0
204692,1
208860,0
22147,0
34794,0
59853,0
12933,0
188818,0
169879,0
81850,1
149761,0
181261,0
132420,1
12859,0
38769,0
74076,1
6279,1
58562,0
80954,0
156807,1
155209,1
69748,0
213608,1
122155,0
89062,1
161613,0
220281,1
13215,0
218783,0
108080,0
69969,0
50229,1
234240,0
221530,0
72224,0
131552,1
98841,0
90381,1
214061,0
193440,0
125931,0
69248,1
131359,0
162875,0
237033,1
31331,0
115357,0
40559,0
32594,0
28513,0
62684,0
39749,0
81673,0
42221,0
90810,0
145226,0
60529,1
153968,1
2656,0
49168,1
98478,0
96887,1
82095,0
178906,0
89948,0
69029,0
208918,0
217053,1
148907,0
65781,0
180535,1
195101,1
133765,0
72171,0
16223,1
6477,0
33300,0
140986,0
211668,0
150845,1
201783,1
179927,0
235032,0
69314,0
96195,0
98728,1
47377,0
36679,0
69285,0
175858,0
239297,0
128181,1
94781,1
142764,0
36956,1
150376,0
186877,1
234818,1
32309,0
97338,0
49872,1
59476,0
196603,1
159952,1
230300,0
166708,1
179728,1
172958,0
171229,0
229118,0
160301,0
61605,1
165850,0
155634,0
85206,0
79703,0
13345,0
125428,0
66939,0
141230,0
64951,0
230550,0
171349,0
46833,1
176014,1
74971,0
164945,0
85080,0
181026,1
210513,0
232803,0
149898,0
79695,0
109576,1
73377,0
118860,1
236587,1
35442,1
238212,1
16322,1
111360,0
143879,1
134113,0
150531,1
64784,0
168265,0
120752,1
192016,0
31543,0
149312,1
41139,0
153569,0
125256,0
228405,0
24856,1
205173,0
21025,1
79062,0
232108,0
155192,0
74367,0
167239,1
125937,1
142301,1
46037,1
89490,0
237129,1
92590,1
143363,0
3971,0
79967,0
73155,0
14057,0
145494,1
237196,1
64580,0
12970,0
170179,0
218120,0
192879,0
177414,1
195722,0
3293,0
91223,1
5906,0
208427,0
73334,0
120503,0
238582,0
132835,0
30877,1
14266,0
208562,1
111608,0
141053,0
141881,0
168116,0
194697,1
215205,0
19497,0
175271,0
85058,0
231009,0
188623,0
126033,1
21673,0
59368,0
205047,0
152785,1
46529,1
231957,0
67473,0
197029,0
16867,0
148502,1
38752,1
42787,0
145842,1
95294,0
232968,0
134848,0
163858,0
181123,0
24135,0
104787,0
204558,0
173072,0
236860,1
132175,1
130622,1
91154,0
30805,0
113162,0
175743,0
10652,1
45180,0
74327,0
188899,0
101296,1
34781,1
148138,1
186329,1
185903,1
35989,1
108292,0
198524,1
125427,0
168232,0
166713,1
173768,0
34651,1
221262,0
219678,0
102467,1
160204,0
115321,1
196968,1
149226,1
229990,1
206470,0
169435,0
201638,0
186121,1
125537,0
166146,0
82206,0
32081,0
225899,1
208646,0
100349,0
189057,0
68615,1
139883,1
198701,0
37818,1
200523,0
53137,1
131606,0
87438,0
4162,0
226000,0
86278,0
238519,1
178175,0
34640,1
75412,1
120485,0
42859,1
77331,0
34700,1
110154,1
18562,0
155865,0
171995,0
120559,1
53983,0
154521,1
8455,1
28298,0
32084,0
78556,0
32111,0
190682,1
133827,0
59572,0
111649,0
135881,1
169259,0
43290,1
37232,0
161469,0
176317,0
127696,0
22393,0
155918,1
187140,0
4338,1
13670,1
203498,1
58752,1
100459,1
31670,0
186499,1
40784,1
20778,0
22838,1
88370,0
150549,0
221220,0
139913,0
115824,1
231533,1
105728,0
86671,1
16655,1
217030,0
76317,0
107056,0
178462,0
98210,0
120582,0
76882,1
211740,0
91259,1
79153,0
25458,0
151796,0
165959,0
237168,1
191762,0
58615,1
43655,0
122325,0
214037,0
51541,1
29008,1
39733,0
157965,0
128993,0
2260,1
185230,0
21365,1
133009,1
20072,0
95955,1
159503,0
231641,0
89240,1
91014,0
183581,0
135916,0
62053,1
31305,0
221385,0
236703,1
88612,0
191313,0
236620,0
199669,1
147419,0
55411,1
32070,0
30022,0
181520,0
217349,1
39959,0
151805,0
145967,0
198807,0
236572,0
12916,0
213764,0
128571,0
149519,0
71133,0
161404,0
209819,0
197135,1
222667,0
162979,0
61075,0
32908,0
49304,0
160191,1
166158,0
215849,0
144802,1
47647,1
186764,0
112068,1
228076,1
31096,0
188230,0
102431,0
155380,0
230515,0
34435,1
224079,0
16801,0
87326,1
63427,1
132814,0
30538,1
116601,0
113745,1
85379,0
19729,0
95912,0
128685,1
203307,0
207514,0
79634,1
1557,0
133168,1
105477,0
179887,0
106088,1
72710,1
229483,0
226296,0
73662,1
39225,0
231488,1
231846,0
109931,0
40318,0
119300,0
237546,1
89598,1
175220,0
171496,0
141743,0
197703,0
115891,0
38822,0
8131,0
190349,0
107448,0
46618,0
225271,0
233241,1
70523,0
190366,0
128615,1
217820,0
637,0
70148,0
36140,0
147766,0
5435,1
231798,0
83016,1
27353,1
24284,1
125736,0
62649,0
147457,0
88710,0
33281,0
114567,1
54244,1
57645,0
76674,0
59070,0
155923,0
224807,0
174364,1
58351,0
35983,0
231239,0
166961,1
101500,0
21189,0
88927,1
193351,0
37382,0
146931,0
156241,0
59044,0
19264,0
28747,1
224666,0
185491,0
35745,0
138983,0
86734,0
61070,0
34214,0
152787,0
225533,0
38262,1
229041,0
155552,0
6207,0
206062,0
209358,1
169722,0
119377,1
153388,1
61260,0
81421,0
110202,0
112665,0
51814,1
51553,0
14736,0
231656,1
175279,1
6820,1
25295,0
229140,0
5352,1
80598,0
169845,0
32257,1
187405,1
184513,0
157720,1
119019,0
43385,1
189523,0
141684,1
48710,0
90844,0
157403,0
115287,0
107371,0
73851,0
18830,1
63200,0
70014,0
65963,0
20964,1
236939,0
11725,0
54618,1
224351,1
23410,0
164481,0
124198,0
62948,1
90543,1
149016,0
108707,1
112439,0
186474,0
220839,0
132608,0
135463,0
173937,0
217771,0
84980,0
107841,1
83987,1
1647,0
173314,1
126841,0
225767,0
51299,0
11237,0
9343,1
51025,1
24945,0
127452,0
49062,1
25378,1
8532,1
207509,0
11176,0
181170,1
81469,0
4314,0
185037,0
233141,0
84247,1
159620,0
233411,0
160506,0
144981,0
2988,1
165023,1
35488,1
48418,0
91971,1
61825,0
147863,1
105892,0
112109,0
78391,0
127214,0
126830,0
85500,0
156186,0
37965,0
44182,0
101774,1
135368,1
59652,1
18340,0
172472,0
14348,0
120070,0
230998,1
84085,0
195058,0
178361,0
163218,0
54700,0
50077,0
86916,0
163556,0
21877,0
81004,0
134396,0
170773,0
8429,0
204264,1
83480,1
70194,0
101233,0
227504,0
120951,0
3718,0
132415,0
1190,0
228633,0
148544,0
158374,0
112530,0
127076,1
66422,0
190530,0
231357,1
142556,0
82685,0
168050,0
147405,0
72852,1
101730,0
127566,0
239181,0
58969,0
179037,1
27100,0
148515,0
94679,1
1481,0
52117,1
194256,0
49533,0
75730,0
234990,1
93241,0
24731,0
216354,0
39082,1
138546,1
11433,0
36675,0
233076,1
201563,0
41771,0
155726,0
158888,0
111124,0
174635,1
40159,0
5524,0
154186,0
162292,1
201087,0
224525,0
44673,0
227553,0
70795,0
175300,0
21278,1
210925,0
90881,0
37869,0
104016,1
211455,0
157375,0
130160,0
217672,1
141429,0
36508,0
108288,1
59643,0
186150,0
118037,1
199700,0
142829,0
24019,0
40425,1
124373,0
223237,1
49244,1
12533,1
184218,1
176310,0
4466,0
29657,0
162654,0
115557,1
151999,0
21304,0
194587,1
127157,0
136452,1
142768,0
109048,0
233326,1
153812,1
53108,1
136540,0
41333,1
217675,0
157282,0
48139,1
211780,0
154388,0
89733,0
179193,0
53757,1
175296,0
118954,0
74188,0
117554,0
118823,1
90890,1
10246,1
91589,0
107025,0
231837,0
130004,1
58142,0
111403,0
158296,0
98198,0
152190,0
197570,0
130165,0
76161,1
158234,1
131521,0
227455,1
163184,0
226416,0
209755,0
101249,1
221352,0
104934,1
18403,0
216334,1
104204,1
77219,1
74505,0
213884,1
227959,1
143007,1
81451,1
74318,1
194582,0
72748,0
174342,0
54334,0
44884,1
170197,0
100248,0
143641,0
5861,1
172760,0
187892,0
37073,0
5596,0
163486,1
147138,0
116610,0
187274,0
75145,0
206417,0
31554,1
234243,1
226526,0
132702,1
201718,1
187215,0
115658,0
222548,1
117835,1
57277,0
201797,1
31828,1
205634,0
109631,0
104556,1
185878,0
34032,1
230797,0
200870,1
88685,1
34067,0
22564,0
98784,1
84831,0
97356,0
832,0
9814,0
230104,1
60756,0
35717,0
106002,1
231278,0
129537,1
47418,0
10236,0
166998,1
195510,1
226180,0
141882,1
5343,0
60240,0
63929,0
16948,1
139895,0
77638,0
60112,0
73040,0
146650,0
238696,1
119878,0
148012,0
137618,0
13580,0
87220,1
42232,0
208891,0
6333,0
191402,0
230438,0
193088,0
98535,1
230944,1
108017,0
222950,0
23456,0
172504,0
159289,0
112769,0
151786,0
78617,0
143666,0
82708,0
78380,1
1286,1
110613,1
45373,0
47683,0
20242,1
83238,1
49909,1
220180,0
76538,0
159899,0
55012,1
3609,1
200912,1
212076,0
177770,1
213597,1
59387,0
196875,1
1094,0
154126,1
30924,1
94698,0
130244,0
33316,0
26818,0
115962,0
207612,0
127149,0
235761,1
119753,1
165440,1
115943,1
217521,1
228539,0
190169,1
200325,1
197325,0
141356,1
49397,1
70715,1
102007,0
219848,0
48286,1
133588,0
37554,1
174143,1
197916,0
55465,1
31502,0
33153,0
100827,0
19212,1
199018,0
122029,0
98112,0
121810,0
87359,0
128833,0
65122,1
172796,0
150037,0
144115,0
3498,1
130261,0
157683,0
51558,0
153832,0
219426,0
168890,0
100946,0
121929,1
81999,0
190212,0
85016,0
176765,1
233058,0
11552,1
13487,0
12671,0
108140,0
136096,0
182865,1
178952,0
4706,0
154976,0
38109,0
4854,1
212165,0
43648,1
9757,0
130387,0
4253,1
168188,0
32016,0
89496,0
199953,0
112140,0
191060,0
77821,0
195228,0
159563,1
194487,0
185309,0
174764,1
84076,0
222889,0
69339,0
114829,0
173465,0
198240,0
171797,0
133374,0
171077,0
3614,1
128872,0
231515,1
127878,0
25957,0
82307,0
232055,1
224086,0
145663,0
158882,0
93776,0
10072,0
65203,0
51669,0
59136,0
62975,0
8205,0
37778,0
198599,0
229304,1
145963,1
34652,1
68076,1
4267,1
35182,1
214663,0
44565,0
65283,0
221349,0
2877,1
47301,0
149435,0
222028,1
127216,0
175762,0
125509,0
196220,0
102875,1
123924,1
229116,1
21314,0
30623,0
63849,0
164611,0
46257,1
187629,0
67747,0
234722,1
176904,0
198163,0
222460,0
61609,0
71298,0
195824,1
183503,0
13947,0
71874,0
129383,1
45978,0
3763,1
29706,0
82500,0
40844,1
117870,0
27589,0
40285,1
227407,1
134905,0
198219,1
136245,0
134967,0
59129,1
113464,0
117722,0
82962,1
211911,0
158240,0
177245,1
47917,0
36602,1
31341,0
71071,0
185367,1
46650,0
145080,0
77892,1
148221,1
11323,1
46960,0
158684,0
56544,1
135918,0
185192,0
67655,0
33884,1
80166,1
119270,0
62399,1
38267,0
6296,1
233725,0
20716,1
34352,0
23221,1
115797,0
5667,0
228943,1
17638,1
88472,0
40630,0
85264,1
45612,0
136216,0
197374,0
104914,0
32163,1
124211,1
34350,0
54619,0
224529,0
40891,0
151151,1
193181,0
211674,0
219087,0
84988,0
42194,0
202027,0
132386,0
22224,0
42652,0
1531,0
4391,1
205483,0
56965,0
207114,0
209214,0
92015,1
165799,0
219582,0
190018,1
188821,0
110367,1
223103,1
145602,1
40910,1
228155,0
157330,1
141337,0
58249,0
118849,1
13496,0
48843,0
208158,0
234005,0
141852,1
82325,0
192846,1
72646,0
223273,1
127349,0
205068,1
106326,1
77101,0
236493,0
2092,0
84666,1
82540,0
86033,1
59990,0
74904,0
10504,0
164185,1
226473,0
192755,1
194713,0
61718,0
57673,0
33650,0
22977,0
173668,1
167176,0
123604,0
109860,1
149380,1
176584,0
203091,1
70368,0
7194,0
135932,0
151704,0
167303,1
204642,0
114176,0
12986,0
25113,0
214294,0
134522,0
155042,0
92861,0
235602,1
110614,0
133470,1
6716,0
53102,0
60104,0
165181,0
81723,0
53155,1
91166,1
30324,0
174912,0
134973,1
206434,0
185332,0
14651,0
103669,0
159816,0
200447,0
115697,0
170226,1
72505,0
63492,0
85991,0
40710,0
106643,0
106299,0
165,1
62970,0
58648,0
152035,0
234343,0
23833,1
181853,1
151134,0
12090,0
103168,0
109224,0
101321,0
185690,0
106349,1
63642,0
22107,0
135125,0
150208,0
105238,0
29997,0
192445,1
17916,0
220109,0
87038,0
81251,0
180204,0
99396,0
126121,1
167046,0
219883,1
201914,0
73385,0
207891,0
46288,1
163203,1
33123,0
124435,0
71817,1
234756,0
170265,1
26134,0
5584,0
236326,0
40306,0
114207,0
134092,1
134089,0
89937,0
184460,0
164277,0
221098,1
96228,0
4639,0
145575,0
109917,0
171583,0
65937,0
34346,1
175931,0
133595,0
222783,0
51371,0
80765,0
4221,1
75546,0
19073,0
238273,1
116363,0
183387,1
63739,1
190715,0
119191,0
318,0
11181,0
115896,0
191595,0
187120,0
12056,0
231125,1
93858,0
69774,1
134652,1
37437,0
128771,0
35305,0
73854,0
57195,1
142330,0
215952,1
97574,1
214405,1
77791,1
92825,0
139499,0
202964,0
137290,0
26721,0
42378,0
214434,0
219318,0
235327,0
13430,1
52021,1
27885,1
27650,1
208343,0
50472,0
137030,0
89431,0
116943,0
196626,1
40362,0
23010,0
239187,1
112110,1
198549,0
94965,0
162854,0
133434,1
129822,1
153527,0
48777,1
118394,1
188363,1
116129,1
30754,0
35143,1
91989,0
141488,1
135849,0
71756,1
234646,0
189379,0
136350,1
133098,0
56798,1
226724,1
175577,0
75319,0
61423,0
216951,0
174301,1
31768,0
87776,0
219606,0
126629,1
204275,1
96755,0
89215,1
140179,0
227181,0
224085,0
191949,0
116830,1
208152,1
14281,0
237737,0
76153,0
58014,0
163144,0
19209,0
24033,1
136284,0
15999,0
109580,0
42365,0
64859,0
134551,1
14889,0
